,Instrument,Ultimate Parent Percent of Shares Out Held,Date,Investor Perm Id,Country of Headquarters
11447,HCCL.ZI,1.03,2000-07-31T00:00:00Z,,
11448,HCCL.ZI,0.95,2000-07-31T00:00:00Z,,
11449,HCCL.ZI,0.75,2000-07-31T00:00:00Z,,
11450,HCCL.ZI,0.64,2000-07-31T00:00:00Z,34418260398,
11451,HCCL.ZI,0.64,2000-07-31T00:00:00Z,,
11452,HCCL.ZI,0.58,2000-07-31T00:00:00Z,,
11453,HCCL.ZI,0.51,2000-07-31T00:00:00Z,,
11454,HCCL.ZI,0.0,2000-07-31T00:00:00Z,,
11455,HCCL.ZI,,,,
11456,HCCL.ZI,,,,
11457,HCCL.ZI,,,,
11458,HCCL.ZI,,,,
11459,HCCL.ZI,,,,
11460,HCCL.ZI,,,,
11461,HCCL.ZI,,,,
11462,HCCL.ZI,,,,
11463,HCCL.ZI,,,,
11464,HCCL.ZI,,,,
11465,HCCL.ZI,,,,
11466,HCCL.ZI,,,,
11467,HCCL.ZI,,,,
11468,HCCL.ZI,29.34,2000-07-31T00:00:00Z,5000854298,
11469,HCCL.ZI,9.25,2000-07-31T00:00:00Z,4297902883,
11470,HCCL.ZI,1.35,2000-07-31T00:00:00Z,,
11471,HCCL.ZI,1.03,2000-07-31T00:00:00Z,,
11472,HCCL.ZI,0.95,2000-07-31T00:00:00Z,,
11473,HCCL.ZI,0.75,2000-07-31T00:00:00Z,,
11474,HCCL.ZI,0.64,2000-07-31T00:00:00Z,34418260398,
11475,HCCL.ZI,0.64,2000-07-31T00:00:00Z,,
11476,HCCL.ZI,0.58,2000-07-31T00:00:00Z,,
11477,HCCL.ZI,0.51,2000-07-31T00:00:00Z,,
11478,HCCL.ZI,0.0,2000-07-31T00:00:00Z,,
11479,HCCL.ZI,,,,
11480,HCCL.ZI,,,,
11481,HCCL.ZI,,,,
11482,HCCL.ZI,,,,
11483,HCCL.ZI,,,,
11484,HCCL.ZI,,,,
11485,HCCL.ZI,,,,
11486,HCCL.ZI,,,,
11487,HCCL.ZI,,,,
11488,HCCL.ZI,,,,
11489,HCCL.ZI,,,,
11490,HCCL.ZI,,,,
11491,HCCL.ZI,,,,
11492,WAPIC.LG,,,,Nigeria
11493,WAPCO.LG,,,,Switzerland
11494,WBOJ.J,2.755,2002-12-27T00:00:00Z,5039677538,South Africa
11495,WBOJ.J,2.35,2002-12-31T00:00:00Z,,
11496,WBOJ.J,0.98,2002-12-27T00:00:00Z,48471686662,
11497,WBOJ.J,0.83,2002-12-27T00:00:00Z,,
11498,WBOJ.J,0.83,2002-12-27T00:00:00Z,,
11499,WBOJ.J,0.75,2002-12-27T00:00:00Z,,
11500,WBOJ.J,0.49,2002-12-27T00:00:00Z,,
11501,WBOJ.J,0.48,2002-12-27T00:00:00Z,5055419173,
11502,WBOJ.J,0.48,2002-12-27T00:00:00Z,4297021561,
11503,WBOJ.J,0.47,2002-12-27T00:00:00Z,,
11504,WBOJ.J,0.13,2002-12-31T00:00:00Z,,
11505,WBOJ.J,0.05,2002-12-31T00:00:00Z,,
11506,WBOJ.J,0.0135,2002-12-31T00:00:00Z,5000749182,
11507,WBOJ.J,0.01,2002-12-31T00:00:00Z,5000313307,
11508,WBOJ.J,0.0,2002-12-29T00:00:00Z,,
11509,WBOJ.J,0.0,2002-03-24T00:00:00Z,4297767531,
11510,WBOJ.J,0.0,2002-03-24T00:00:00Z,,
11511,WBOJ.J,0.0,2002-03-24T00:00:00Z,,
11512,WBOJ.J,0.0,2002-03-24T00:00:00Z,34423140568,
11513,WBOJ.J,0.0,2002-09-29T00:00:00Z,,
11514,WBOJ.J,0.0,2002-03-24T00:00:00Z,34413345692,
11515,WBOJ.J,0.0,2002-03-24T00:00:00Z,,
11516,WBOJ.J,0.0,2002-03-24T00:00:00Z,,
11517,WBOJ.J,0.0,2002-03-24T00:00:00Z,,
11518,WBOJ.J,0.0,2002-06-30T00:00:00Z,,
11519,WBOJ.J,0.0,2002-03-24T00:00:00Z,,
11520,WBOJ.J,0.0,2002-03-24T00:00:00Z,,
11521,WBOJ.J,0.0,2002-03-24T00:00:00Z,,
11522,WBOJ.J,0.0,2002-03-24T00:00:00Z,,
11523,WBOJ.J,0.0,2002-03-24T00:00:00Z,4296717292,
11524,WBOJ.J,0.0,2002-06-30T00:00:00Z,48471686353,
11525,WBOJ.J,0.0,2002-09-29T00:00:00Z,5055414341,
11526,WBOJ.J,,,,
11527,WBOJ.J,,,,
11528,WBOJ.J,,,,
11529,WBOJ.J,,,,
11530,WBOJ.J,,,,
11531,WBOJ.J,2.37,2001-12-31T00:00:00Z,5055419173,
11532,WBOJ.J,1.68,2001-12-31T00:00:00Z,,
11533,WBOJ.J,1.37,2001-12-31T00:00:00Z,5055414341,
11534,WBOJ.J,1.08,2001-12-31T00:00:00Z,,
11535,WBOJ.J,0.45,2001-12-31T00:00:00Z,34423140568,
11536,WBOJ.J,0.3,2001-12-31T00:00:00Z,,
11537,WBOJ.J,0.3,2001-12-31T00:00:00Z,,
11538,WBOJ.J,0.3,2001-12-31T00:00:00Z,,
11539,WBOJ.J,0.29,2001-12-31T00:00:00Z,,
11540,WBOJ.J,0.26,2001-12-31T00:00:00Z,4296717292,
11541,WBOJ.J,0.25,2001-12-31T00:00:00Z,,
11542,WBOJ.J,0.25,2001-12-31T00:00:00Z,34413345692,
11543,WBOJ.J,0.22,2001-12-31T00:00:00Z,,
11544,WBOJ.J,0.22,2001-12-31T00:00:00Z,,
11545,WBOJ.J,0.2,2001-12-31T00:00:00Z,,
11546,WBOJ.J,0.2,2001-12-31T00:00:00Z,,
11547,WBOJ.J,0.19,2001-12-31T00:00:00Z,4297767531,
11548,WBOJ.J,0.05,2001-12-31T00:00:00Z,,
11549,WBOJ.J,0.0,2000-10-21T00:00:00Z,,
11550,WBOJ.J,0.0,2000-10-02T00:00:00Z,,
11551,WBOJ.J,0.0,2000-10-02T00:00:00Z,,
11552,WBOJ.J,0.0,2000-10-02T00:00:00Z,,
11553,WBOJ.J,0.0,2000-10-02T00:00:00Z,,
11554,WBOJ.J,0.0,2000-10-02T00:00:00Z,,
11555,WBOJ.J,0.0,2000-10-02T00:00:00Z,5000854298,
11556,WBOJ.J,0.0,2000-10-02T00:00:00Z,5039677538,
11557,WBOJ.J,0.0,2000-10-02T00:00:00Z,4297902883,
11558,WBOJ.J,0.0,2001-12-31T00:00:00Z,5000313307,
11559,WBOJ.J,,,,
11560,WBOJ.J,,,,
11561,WBOJ.J,,,,
11562,WBOJ.J,,,,
11563,WBOJ.J,,,,
11564,WBOJ.J,,,,
11565,WBOJ.J,,,,
11566,WBOJ.J,,,,
11567,WBOJ.J,,,,
11568,WBOJ.J,11.1,2000-09-30T00:00:00Z,5055419173,
11569,WBOJ.J,2.16,2000-09-30T00:00:00Z,,
11570,WBOJ.J,1.24,2000-09-30T00:00:00Z,4297767531,
11571,WBOJ.J,1.06,2000-09-30T00:00:00Z,34413345692,
11572,WBOJ.J,0.0,2000-10-21T00:00:00Z,,
11573,WBOJ.J,0.0,2000-10-02T00:00:00Z,,
11574,WBOJ.J,0.0,2000-10-02T00:00:00Z,,
11575,WBOJ.J,0.0,2000-10-02T00:00:00Z,,
11576,WBOJ.J,0.0,2000-10-02T00:00:00Z,,
11577,WBOJ.J,0.0,2000-10-02T00:00:00Z,,
11578,WBOJ.J,0.0,2000-10-02T00:00:00Z,5000854298,
11579,WBOJ.J,0.0,2000-10-02T00:00:00Z,5039677538,
11580,WBOJ.J,0.0,2000-10-02T00:00:00Z,4297902883,
11581,WBOJ.J,,,,
11582,WBOJ.J,,,,
11583,WBOJ.J,,,,
11584,WBOJ.J,,,,
11585,WBOJ.J,,,,
11586,WBOJ.J,,,,
11587,WBOJ.J,,,,
11588,WBOJ.J,,,,
11589,WBOJ.J,,,,
11590,WBOJ.J,,,,
11591,WBOJ.J,,,,
11592,WBOJ.J,,,,
11593,WBOJ.J,,,,
11594,WBOJ.J,,,,
11595,WBOJ.J,,,,
11596,WBOJ.J,,,,
11597,WBOJ.J,,,,
11598,WBOJ.J,,,,
11599,WBOJ.J,,,,
11600,WBOJ.J,,,,
11601,WBOJ.J,,,,
11602,WBOJ.J,,,,
11603,WBOJ.J,,,,
11604,WBOJ.J,,,,
11605,WEAJ.J,,,,South Africa
11606,WEMABAN.LG,,,,Nigeria
11607,WHLJ.J,5.4835,2002-12-27T00:00:00Z,4297369644,South Africa
11608,WHLJ.J,2.2717,2002-12-27T00:00:00Z,5035494706,
11609,WHLJ.J,1.4492,2002-12-27T00:00:00Z,,
11610,WHLJ.J,0.3575,2002-12-31T00:00:00Z,,
11611,WHLJ.J,0.1952,2002-12-31T00:00:00Z,,
11612,WHLJ.J,0.1445,2002-12-31T00:00:00Z,4298409344,
11613,WHLJ.J,0.0435,2002-12-31T00:00:00Z,5001196565,
11614,WHLJ.J,0.0196,2002-12-31T00:00:00Z,,
11615,WHLJ.J,0.0128,2001-09-30T00:00:00Z,5000071982,
11616,WHLJ.J,0.007,2002-12-31T00:00:00Z,5000749182,
11617,WHLJ.J,0.0012,2002-12-31T00:00:00Z,5000313307,
11618,WHLJ.J,0.0,2001-09-02T00:00:00Z,5001446208,
11619,WHLJ.J,0.0,2001-09-02T00:00:00Z,5000854298,
11620,WHLJ.J,0.0,2002-12-29T00:00:00Z,48471683387,
11621,WHLJ.J,0.0,2001-08-02T00:00:00Z,4297636693,
11622,WHLJ.J,0.0,2002-06-30T00:00:00Z,,
11623,WHLJ.J,0.0,2002-06-30T00:00:00Z,48471680889,
11624,WHLJ.J,0.0,2002-03-22T00:00:00Z,4297902883,
11625,WHLJ.J,0.0,2002-09-30T00:00:00Z,5001445949,
11626,WHLJ.J,0.0,2002-12-31T00:00:00Z,,
11627,WHLJ.J,0.0,2002-12-29T00:00:00Z,4298459126,
11628,WHLJ.J,0.0,2002-03-31T00:00:00Z,,
11629,WHLJ.J,0.0,2002-12-31T00:00:00Z,,
11630,WHLJ.J,0.0,2002-12-31T00:00:00Z,,
11631,WHLJ.J,,,,
11632,WHLJ.J,,,,
11633,WHLJ.J,7.5166,2001-12-31T00:00:00Z,4297902883,
11634,WHLJ.J,2.6187,2001-12-31T00:00:00Z,5035494706,
11635,WHLJ.J,1.1259,2001-12-31T00:00:00Z,4298459126,
11636,WHLJ.J,0.1331,2001-12-31T00:00:00Z,4298409344,
11637,WHLJ.J,0.0226,2001-12-31T00:00:00Z,,
11638,WHLJ.J,0.0157,2001-06-30T00:00:00Z,,
11639,WHLJ.J,0.0128,2001-09-30T00:00:00Z,5000071982,
11640,WHLJ.J,0.0126,2001-12-31T00:00:00Z,,
11641,WHLJ.J,0.0122,2001-12-31T00:00:00Z,,
11642,WHLJ.J,0.0055,2001-06-30T00:00:00Z,5001445949,
11643,WHLJ.J,0.0016,2001-12-31T00:00:00Z,,
11644,WHLJ.J,0.0003,2001-12-31T00:00:00Z,,
11645,WHLJ.J,0.0,2001-09-02T00:00:00Z,5001446208,
11646,WHLJ.J,0.0,2001-09-02T00:00:00Z,5000854298,
11647,WHLJ.J,0.0,2001-08-02T00:00:00Z,4297636693,
11648,WHLJ.J,0.0,2001-03-31T00:00:00Z,5000313307,
11649,WHLJ.J,,,,
11650,WHLJ.J,,,,
11651,WHLJ.J,,,,
11652,WHLJ.J,,,,
11653,WHLJ.J,,,,
11654,WHLJ.J,,,,
11655,WHLJ.J,,,,
11656,WHLJ.J,,,,
11657,WHLJ.J,,,,
11658,WHLJ.J,,,,
11659,WHLJ.J,19.7268,2000-12-31T00:00:00Z,5000854298,
11660,WHLJ.J,9.7304,2000-12-31T00:00:00Z,4297902883,
11661,WHLJ.J,1.6914,2000-12-31T00:00:00Z,5035494706,
11662,WHLJ.J,1.1403,2000-12-31T00:00:00Z,5001446208,
11663,WHLJ.J,0.4018,2000-12-31T00:00:00Z,4298459126,
11664,WHLJ.J,0.2718,1999-06-30T00:00:00Z,,
11665,WHLJ.J,0.0278,2000-12-31T00:00:00Z,,
11666,WHLJ.J,0.0207,2000-12-31T00:00:00Z,,
11667,WHLJ.J,0.0153,2000-12-31T00:00:00Z,,
11668,WHLJ.J,0.0075,2000-12-31T00:00:00Z,5000313307,
11669,WHLJ.J,0.0,1999-06-30T00:00:00Z,5000051932,
11670,WHLJ.J,,,,
11671,WHLJ.J,,,,
11672,WHLJ.J,,,,
11673,WHLJ.J,,,,
11674,WHLJ.J,,,,
11675,WHLJ.J,,,,
11676,WHLJ.J,,,,
11677,WHLJ.J,,,,
11678,WHLJ.J,,,,
11679,WHLJ.J,,,,
11680,WHLJ.J,,,,
11681,WHLJ.J,,,,
11682,WHLJ.J,,,,
11683,WHLJ.J,,,,
11684,WHLJ.J,,,,
11685,WILD.ZI,,,,Zimbabwe
11686,WKFJ.J,,,,South Africa
11687,PBGJ.J,3.5574,2002-12-27T00:00:00Z,5055413039,South Africa
11688,PBGJ.J,1.9502,2002-12-27T00:00:00Z,48471680969,
11689,PBGJ.J,1.72,2001-12-31T00:00:00Z,5036882646,
11690,PBGJ.J,0.9898,2002-12-27T00:00:00Z,5055419735,
11691,PBGJ.J,0.97,2001-12-31T00:00:00Z,5000818638,
11692,PBGJ.J,0.88,2001-12-31T00:00:00Z,4298459126,
11693,PBGJ.J,0.84,2001-12-31T00:00:00Z,48471680889,
11694,PBGJ.J,0.6174,2002-12-27T00:00:00Z,,
11695,PBGJ.J,0.6174,2002-12-27T00:00:00Z,5055411432,
11696,PBGJ.J,0.588,2002-12-27T00:00:00Z,,
11697,PBGJ.J,0.0673,2002-06-30T00:00:00Z,,
11698,PBGJ.J,0.0113,2002-12-31T00:00:00Z,,
11699,PBGJ.J,0.0025,2002-12-31T00:00:00Z,5000749182,
11700,PBGJ.J,0.0,2001-08-01T00:00:00Z,5000854298,
11701,PBGJ.J,0.0,2002-12-29T00:00:00Z,,
11702,PBGJ.J,0.0,2002-12-29T00:00:00Z,48471683387,
11703,PBGJ.J,0.0,2001-05-31T00:00:00Z,,
11704,PBGJ.J,0.0,2002-09-29T00:00:00Z,,
11705,PBGJ.J,0.0,2002-09-29T00:00:00Z,5055408248,
11706,PBGJ.J,0.0,2002-06-30T00:00:00Z,,
11707,PBGJ.J,0.0,2002-09-29T00:00:00Z,4297369644,
11708,PBGJ.J,0.0,2001-08-01T00:00:00Z,4297902883,
11709,PBGJ.J,0.0,2002-12-29T00:00:00Z,5035517728,
11710,PBGJ.J,0.0,2002-12-31T00:00:00Z,5001196700,
11711,PBGJ.J,0.0,2002-12-31T00:00:00Z,,
11712,PBGJ.J,0.0,2001-12-31T00:00:00Z,,
11713,PBGJ.J,0.0,2002-12-29T00:00:00Z,,
11714,PBGJ.J,,,,
11715,PBGJ.J,,,,
11716,PBGJ.J,6.98,2001-12-31T00:00:00Z,,
11717,PBGJ.J,1.72,2001-12-31T00:00:00Z,5036882646,
11718,PBGJ.J,0.97,2001-12-31T00:00:00Z,5000818638,
11719,PBGJ.J,0.88,2001-12-31T00:00:00Z,4298459126,
11720,PBGJ.J,0.84,2001-12-31T00:00:00Z,48471680889,
11721,PBGJ.J,0.76,2001-12-31T00:00:00Z,,
11722,PBGJ.J,0.1971,2001-12-31T00:00:00Z,,
11723,PBGJ.J,0.19,2001-12-31T00:00:00Z,,
11724,PBGJ.J,0.0004,2001-12-31T00:00:00Z,,
11725,PBGJ.J,0.0,2001-08-01T00:00:00Z,5000854298,
11726,PBGJ.J,0.0,2001-05-31T00:00:00Z,,
11727,PBGJ.J,0.0,2001-08-01T00:00:00Z,4297902883,
11728,PBGJ.J,0.0,2001-12-31T00:00:00Z,,
11729,PBGJ.J,,,,
11730,PBGJ.J,,,,
11731,PBGJ.J,,,,
11732,PBGJ.J,,,,
11733,PBGJ.J,,,,
11734,PBGJ.J,,,,
11735,PBGJ.J,,,,
11736,PBGJ.J,,,,
11737,PBGJ.J,,,,
11738,PBGJ.J,,,,
11739,PBGJ.J,,,,
11740,PBGJ.J,,,,
11741,PBGJ.J,,,,
11742,PBGJ.J,,,,
11743,PBGJ.J,,,,
11744,PBGJ.J,,,,
11745,PBGJ.J,23.35,2000-12-31T00:00:00Z,4297902883,
11746,PBGJ.J,19.34,2000-12-31T00:00:00Z,5000854298,
11747,PBGJ.J,0.75,2000-12-31T00:00:00Z,,
11748,PBGJ.J,0.0381,2000-12-31T00:00:00Z,,
11749,PBGJ.J,0.006,2000-12-31T00:00:00Z,,
11750,PBGJ.J,0.0,1999-03-31T00:00:00Z,,
11751,PBGJ.J,,,,
11752,PBGJ.J,,,,
11753,PBGJ.J,,,,
11754,PBGJ.J,,,,
11755,PBGJ.J,,,,
11756,PBGJ.J,,,,
11757,PBGJ.J,,,,
11758,PBGJ.J,,,,
11759,PBGJ.J,,,,
11760,PBGJ.J,,,,
11761,PBGJ.J,,,,
11762,PBGJ.J,,,,
11763,PBGJ.J,,,,
11764,PBGJ.J,,,,
11765,PBGJ.J,,,,
11766,PBGJ.J,,,,
11767,PBGJ.J,,,,
11768,PBGJ.J,,,,
11769,PBGJ.J,,,,
11770,PBGJ.J,,,,
11771,PBGJ.J,,,,
11772,PBGJ.J,,,,
11773,PBGJ.J,,,,
11774,SLGJ.J,,,,South Africa
11775,WTK.NR,,,,
11776,YRKJ.J,1.4,2002-12-27T00:00:00Z,,South Africa
11777,YRKJ.J,0.55,2002-12-27T00:00:00Z,5055420240,
11778,YRKJ.J,0.39,2002-12-27T00:00:00Z,,
11779,YRKJ.J,0.31,2002-12-27T00:00:00Z,,
11780,YRKJ.J,0.28,2002-12-27T00:00:00Z,,
11781,YRKJ.J,0.27,2002-12-27T00:00:00Z,,
11782,YRKJ.J,0.24,2002-12-27T00:00:00Z,,
11783,YRKJ.J,0.24,2002-12-27T00:00:00Z,,
11784,YRKJ.J,0.18,2002-12-27T00:00:00Z,,
11785,YRKJ.J,0.14,2002-12-27T00:00:00Z,,
11786,YRKJ.J,0.13,2002-12-27T00:00:00Z,,
11787,YRKJ.J,0.11,2002-09-27T00:00:00Z,,
11788,YRKJ.J,0.1,2002-12-27T00:00:00Z,,
11789,YRKJ.J,0.09,2002-12-27T00:00:00Z,,
11790,YRKJ.J,0.09,2002-12-27T00:00:00Z,,
11791,YRKJ.J,0.08,2002-12-27T00:00:00Z,,
11792,YRKJ.J,0.07,2002-12-27T00:00:00Z,,
11793,YRKJ.J,0.06,2002-12-27T00:00:00Z,,
11794,YRKJ.J,0.06,2002-12-27T00:00:00Z,,
11795,YRKJ.J,0.06,2002-12-27T00:00:00Z,,
11796,YRKJ.J,0.06,2002-12-27T00:00:00Z,,
11797,YRKJ.J,0.0,2002-06-30T00:00:00Z,48471681054,
11798,YRKJ.J,0.0,2002-06-30T00:00:00Z,,
11799,YRKJ.J,0.0,2002-06-30T00:00:00Z,,
11800,YRKJ.J,0.0,2002-06-30T00:00:00Z,,
11801,YRKJ.J,0.0,2002-12-29T00:00:00Z,,
11802,YRKJ.J,0.0,2002-06-30T00:00:00Z,,
11803,YRKJ.J,0.0,2002-06-30T00:00:00Z,,
11804,YRKJ.J,0.0,2002-06-30T00:00:00Z,,
11805,YRKJ.J,0.0,2002-06-30T00:00:00Z,,
11806,YRKJ.J,0.0,2002-06-30T00:00:00Z,,
11807,YRKJ.J,0.0,2002-06-30T00:00:00Z,,
11808,YRKJ.J,0.0,2002-06-30T00:00:00Z,,
11809,YRKJ.J,0.0,2002-12-29T00:00:00Z,5055414452,
11810,YRKJ.J,0.0,2002-06-30T00:00:00Z,5055415076,
11811,YRKJ.J,1.8,2001-12-31T00:00:00Z,,
11812,YRKJ.J,1.04,2001-12-31T00:00:00Z,,
11813,YRKJ.J,0.46,2001-12-31T00:00:00Z,,
11814,YRKJ.J,0.36,2001-12-31T00:00:00Z,,
11815,YRKJ.J,0.34,2001-12-31T00:00:00Z,5055415076,
11816,YRKJ.J,0.27,2001-12-31T00:00:00Z,,
11817,YRKJ.J,0.25,2001-12-31T00:00:00Z,,
11818,YRKJ.J,0.24,2001-12-31T00:00:00Z,48471681054,
11819,YRKJ.J,0.24,2001-12-31T00:00:00Z,,
11820,YRKJ.J,0.22,2001-12-31T00:00:00Z,,
11821,YRKJ.J,0.16,2001-12-31T00:00:00Z,,
11822,YRKJ.J,0.15,2001-12-31T00:00:00Z,,
11823,YRKJ.J,0.13,2001-12-31T00:00:00Z,,
11824,YRKJ.J,0.12,2001-12-31T00:00:00Z,,
11825,YRKJ.J,0.1,2001-12-31T00:00:00Z,,
11826,YRKJ.J,0.1,2001-12-31T00:00:00Z,,
11827,YRKJ.J,0.09,2001-12-31T00:00:00Z,,
11828,YRKJ.J,0.0,2000-05-31T00:00:00Z,,
11829,YRKJ.J,,,,
11830,YRKJ.J,,,,
11831,YRKJ.J,,,,
11832,YRKJ.J,,,,
11833,YRKJ.J,,,,
11834,YRKJ.J,,,,
11835,YRKJ.J,,,,
11836,YRKJ.J,,,,
11837,YRKJ.J,,,,
11838,YRKJ.J,,,,
11839,YRKJ.J,,,,
11840,YRKJ.J,,,,
11841,YRKJ.J,,,,
11842,YRKJ.J,,,,
11843,YRKJ.J,,,,
11844,YRKJ.J,,,,
11845,YRKJ.J,,,,
11846,YRKJ.J,2.0399,2000-10-31T00:00:00Z,,
11847,YRKJ.J,0.95,2000-10-31T00:00:00Z,,
11848,YRKJ.J,0.0,2000-10-31T00:00:00Z,48471681054,
11849,YRKJ.J,0.0,2000-05-31T00:00:00Z,,
11850,YRKJ.J,,,,
11851,YRKJ.J,,,,
11852,YRKJ.J,,,,
11853,YRKJ.J,,,,
11854,YRKJ.J,,,,
11855,YRKJ.J,,,,
11856,YRKJ.J,,,,
11857,YRKJ.J,,,,
11858,YRKJ.J,,,,
11859,YRKJ.J,,,,
11860,YRKJ.J,,,,
11861,YRKJ.J,,,,
11862,YRKJ.J,,,,
11863,YRKJ.J,,,,
11864,YRKJ.J,,,,
11865,YRKJ.J,,,,
11866,YRKJ.J,,,,
11867,YRKJ.J,,,,
11868,YRKJ.J,,,,
11869,YRKJ.J,,,,
11870,YRKJ.J,,,,
11871,YRKJ.J,,,,
11872,YRKJ.J,,,,
11873,YRKJ.J,,,,
11874,YRKJ.J,,,,
11875,YRKJ.J,,,,
11876,YRKJ.J,,,,
11877,YRKJ.J,,,,
11878,YRKJ.J,,,,
11879,YRKJ.J,,,,
11880,YRKJ.J,,,,
11881,ZEDJ.J,,,,South Africa
11882,ZENITHB.LG,,,,Nigeria
11883,ASUN.ZI,,,,Mauritius
11884,ASUN.ZI,0.0,2000-06-30T00:00:00Z,5000706029,
11885,ASUN.ZI,0.0,2000-06-30T00:00:00Z,5000706029,
11886,ZIMP.ZI,,,,Zimbabwe
11887,ZIMW.ZI,,,,Zimbabwe
11888,ORY.NM,,,,Namibia
11889,ZMFA.LZ,,,,South Africa
11890,GOLDBRE.LG,,,,Nigeria
11891,NIGSEWI.LG,,,,Nigeria
11892,UDEOFSO.LG,,,,Nigeria
11893,WAAP.LG,,,,Nigeria
11894,EDGR.ZI,,,,South Africa
11895,ABC.MZ,,,,Mauritius
11896,MSIL.MZ,,,,Mauritius
11897,PCCL.MZ,,,,Mauritius
11898,TBL.TZ,,,,Belgium
11899,TCC.TZ,,,,Japan
11900,BATA.LZ,,,,Netherlands
11901,SLBC.CI,0.0,2001-06-30T00:00:00Z,5000706029,France
11902,SLBC.CI,0.0,2001-06-30T00:00:00Z,5000706029,
11903,SLBC.CI,0.13,2000-12-31T00:00:00Z,5000706029,
11904,UCHM.NR,,,,Kenya
11905,PHIN.MZ,,,,Mauritius
11906,UBS.MZ,,,,Mauritius
11907,SOGC.CI,,,,Luxembourg
11908,UTIN.MZ,,,,Mauritius
11909,MUAL.MZ,,,,Mauritius
11910,SWAN.MZ,,,,Mauritius
11911,MBL.MZ,1.01,2002-12-31T00:00:00Z,5000064072,Mauritius
11912,MBL.MZ,0.0,2001-12-31T00:00:00Z,5000064072,
11913,MBL.MZ,,,,
11914,MCFI.MZ,,,,
11915,MOR.MZ,,,,Mauritius
11916,PIM.MZ,,,,Mauritius
11917,UBP.MZ,,,,Mauritius
11918,BMHL.MZ,,,,Mauritius
11919,FINC.MZ,,,,Mauritius
11920,MDIT.MZ,,,,Mauritius
11921,NITL.MZ,,,,Mauritius
11922,POL.MZ,,,,Mauritius
11923,UTDL.MZ,,,,Mauritius
11924,HML.MZ,,,,
11925,SHEL.MZ,,,,Mauritius
11926,ASL.MZ,0.0,2002-03-31T00:00:00Z,5000042269,Mauritius
11927,ASL.MZ,0.1018,2001-12-31T00:00:00Z,5000042269,
11928,ASL.MZ,0.1018,2000-12-31T00:00:00Z,5000042269,
11929,GCL.MZ,,,,Mauritius
11930,EABL.NR,0.7823,2002-12-31T00:00:00Z,5000064072,United Kingdom
11931,EABL.NR,0.0,2001-06-30T00:00:00Z,5000706029,
11932,EABL.NR,0.0,2002-06-30T00:00:00Z,5000399364,
11933,EABL.NR,0.0744,2001-12-31T00:00:00Z,5000399364,
11934,EABL.NR,0.0,2001-06-30T00:00:00Z,5000706029,
11935,EABL.NR,0.0,2001-12-31T00:00:00Z,5000064072,
11936,EABL.NR,0.7631,2000-12-31T00:00:00Z,5000706029,
11937,EABL.NR,,,,
11938,EABL.NR,,,,
11939,HWF.MZ,,,,Mauritius
11940,PAD.MZ,,,,Mauritius
11941,SNTS.CI,,,,Senegal
11942,SNTS.CI,,,,
11943,SNTS.CI,0.0,2000-12-31T00:00:00Z,5000706029,
11944,SNTS.CI,0.0,2000-03-31T00:00:00Z,5000051932,
11945,SNTS.CI,0.0,2000-12-31T00:00:00Z,5000706029,
11946,SNTS.CI,0.0,2000-03-31T00:00:00Z,5000051932,
11947,MTMD.MZ,,,,
11948,MCBG.MZ,0.1717,2002-12-31T00:00:00Z,5000064072,Mauritius
11949,MCBG.MZ,,,,
11950,MCBG.MZ,0.1717,2001-12-31T00:00:00Z,5000064072,
11951,MCBG.MZ,0.0,2000-06-30T00:00:00Z,5000706029,
11952,MCBG.MZ,0.0,2000-06-30T00:00:00Z,5000706029,
11953,MCBG.MZ,,,,
11954,NMHL.MZ,0.1037,2002-12-31T00:00:00Z,5000064072,Mauritius
11955,NMHL.MZ,0.0,2002-03-31T00:00:00Z,5000399364,
11956,NMHL.MZ,0.0073,2001-12-31T00:00:00Z,5000399364,
11957,NMHL.MZ,0.0,2001-12-31T00:00:00Z,5000064072,
11958,NMHL.MZ,,,,
11959,NMHL.MZ,,,,
11960,ROGE.MZ,0.332,2002-12-31T00:00:00Z,5000064072,
11961,ROGE.MZ,0.0,2001-06-30T00:00:00Z,5000706029,
11962,ROGE.MZ,0.0,2001-06-30T00:00:00Z,5000706029,
11963,ROGE.MZ,0.0,2001-12-31T00:00:00Z,5000064072,
11964,ROGE.MZ,0.0468,2000-12-31T00:00:00Z,5000706029,
11965,ROGE.MZ,,,,
11966,SBMH.MZ,0.0,2001-06-30T00:00:00Z,5000706029,Mauritius
11967,SBMH.MZ,0.0,2001-06-30T00:00:00Z,5000706029,
11968,SBMH.MZ,0.23,2000-12-31T00:00:00Z,5000706029,
11969,SUN.MZ,,,,Mauritius
11970,NBS.NM,50.11,2002-12-27T00:00:00Z,,Namibia
11971,NBS.NM,2.37,2002-12-27T00:00:00Z,5055412689,
11972,NBS.NM,0.82,2002-12-27T00:00:00Z,,
11973,NBS.NM,0.4842,2002-12-31T00:00:00Z,5000064072,
11974,NBS.NM,0.42,2002-12-27T00:00:00Z,5055414104,
11975,NBS.NM,0.22,2002-12-27T00:00:00Z,,
11976,NBS.NM,0.19,2002-12-27T00:00:00Z,,
11977,NBS.NM,0.15,2002-12-27T00:00:00Z,,
11978,NBS.NM,0.13,2002-12-27T00:00:00Z,,
11979,NBS.NM,0.12,2002-12-27T00:00:00Z,,
