,Instrument,Ultimate Parent Percent of Shares Out Held,Date,Investor Perm Id,Country of Headquarters
6918,MURJ.J,0.0,1999-03-31T00:00:00Z,5000052202,
6919,MURJ.J,,,,
6920,MURJ.J,,,,
6921,MURJ.J,,,,
6922,MURJ.J,,,,
6923,MURJ.J,,,,
6924,MURJ.J,,,,
6925,MURJ.J,,,,
6926,MURJ.J,,,,
6927,MURJ.J,,,,
6928,MURJ.J,,,,
6929,MURJ.J,,,,
6930,NAHCO.LG,,,,Nigeria
6931,NASCON.LG,,,,Nigeria
6932,NB.LG,0.0,2001-06-30T00:00:00Z,5000706029,Netherlands
6933,NB.LG,,,,
6934,NB.LG,0.0,2001-06-30T00:00:00Z,5000706029,
6935,NB.LG,,,,
6936,NB.LG,0.0032,2000-12-31T00:00:00Z,5000706029,
6937,NB.LG,0.0,1999-06-30T00:00:00Z,5001449043,
6938,SXMJ.J,28.4278,2002-12-27T00:00:00Z,48471683110,South Africa
6939,SXMJ.J,5.8883,2002-12-27T00:00:00Z,5055407070,
6940,SXMJ.J,4.1626,2002-12-27T00:00:00Z,5043455375,
6941,SXMJ.J,3.2648,2002-12-27T00:00:00Z,5043444925,
6942,SXMJ.J,1.6325,2002-12-27T00:00:00Z,5055412303,
6943,SXMJ.J,1.1195,2002-12-27T00:00:00Z,,
6944,SXMJ.J,0.9444,2002-12-27T00:00:00Z,5055413118,
6945,SXMJ.J,0.9328,2002-12-27T00:00:00Z,,
6946,SXMJ.J,0.7813,2002-12-27T00:00:00Z,5035516588,
6947,SXMJ.J,0.5946,2002-12-27T00:00:00Z,5055411282,
6948,SXMJ.J,0.0217,2002-12-31T00:00:00Z,,
6949,SXMJ.J,0.004,2002-12-31T00:00:00Z,5000749182,
6950,SXMJ.J,0.0,2001-12-31T00:00:00Z,,
6951,SXMJ.J,0.0,2001-08-01T00:00:00Z,,
6952,SXMJ.J,0.0,2001-07-31T00:00:00Z,5001446537,
6953,SXMJ.J,0.0,2001-08-01T00:00:00Z,5000854298,
6954,SXMJ.J,0.0,2001-08-01T00:00:00Z,5055410695,
6955,SXMJ.J,0.0,2002-12-29T00:00:00Z,,
6956,SXMJ.J,0.0,2001-08-01T00:00:00Z,,
6957,SXMJ.J,0.0,2002-12-29T00:00:00Z,,
6958,SXMJ.J,0.0,2001-08-01T00:00:00Z,4297636693,
6959,SXMJ.J,0.0,2002-09-29T00:00:00Z,5055414341,
6960,SXMJ.J,0.0,2001-08-01T00:00:00Z,5055414660,
6961,SXMJ.J,0.0,2002-09-29T00:00:00Z,,
6962,SXMJ.J,0.0,2002-12-29T00:00:00Z,5055410014,
6963,SXMJ.J,0.0,2001-08-01T00:00:00Z,,
6964,SXMJ.J,0.0,2002-12-29T00:00:00Z,5001449686,
6965,SXMJ.J,0.0,2001-08-01T00:00:00Z,4297902883,
6966,SXMJ.J,0.0,2001-12-31T00:00:00Z,5000313307,
6967,SXMJ.J,0.0,2002-12-31T00:00:00Z,,
6968,SXMJ.J,0.0,2001-06-30T00:00:00Z,,
6969,SXMJ.J,,,,
6970,SXMJ.J,,,,
6971,SXMJ.J,0.0967,2001-06-30T00:00:00Z,,
6972,SXMJ.J,0.0352,2001-12-31T00:00:00Z,,
6973,SXMJ.J,0.0,2001-12-31T00:00:00Z,,
6974,SXMJ.J,0.0,2001-08-01T00:00:00Z,,
6975,SXMJ.J,0.0,2001-07-31T00:00:00Z,5001446537,
6976,SXMJ.J,0.0,2001-08-01T00:00:00Z,5000854298,
6977,SXMJ.J,0.0,2001-08-01T00:00:00Z,5055410695,
6978,SXMJ.J,0.0,2001-08-01T00:00:00Z,,
6979,SXMJ.J,0.0,2001-08-01T00:00:00Z,4297636693,
6980,SXMJ.J,0.0,2001-08-01T00:00:00Z,5055414660,
6981,SXMJ.J,0.0,2001-12-31T00:00:00Z,5055407070,
6982,SXMJ.J,0.0,2001-08-01T00:00:00Z,,
6983,SXMJ.J,0.0,2001-08-01T00:00:00Z,4297902883,
6984,SXMJ.J,0.0,2001-12-31T00:00:00Z,5043455375,
6985,SXMJ.J,0.0,2001-12-31T00:00:00Z,5043444925,
6986,SXMJ.J,0.0,2001-12-31T00:00:00Z,5000313307,
6987,SXMJ.J,0.0,2000-03-31T00:00:00Z,,
6988,SXMJ.J,0.0,2001-06-30T00:00:00Z,,
6989,SXMJ.J,,,,
6990,SXMJ.J,,,,
6991,SXMJ.J,,,,
6992,SXMJ.J,,,,
6993,SXMJ.J,,,,
6994,SXMJ.J,,,,
6995,SXMJ.J,,,,
6996,SXMJ.J,,,,
6997,SXMJ.J,,,,
6998,SXMJ.J,,,,
6999,SXMJ.J,,,,
7000,SXMJ.J,,,,
7001,SXMJ.J,,,,
7002,SXMJ.J,,,,
7003,SXMJ.J,,,,
7004,SXMJ.J,10.3067,2000-12-31T00:00:00Z,4297902883,
7005,SXMJ.J,9.6319,2000-12-31T00:00:00Z,5000854298,
7006,SXMJ.J,3.7576,2000-12-31T00:00:00Z,,
7007,SXMJ.J,3.6729,2000-12-31T00:00:00Z,5043455375,
7008,SXMJ.J,2.9835,2000-12-31T00:00:00Z,,
7009,SXMJ.J,1.8921,2000-12-31T00:00:00Z,5055407070,
7010,SXMJ.J,1.6603,2000-12-31T00:00:00Z,4297636693,
7011,SXMJ.J,1.6076,2000-12-31T00:00:00Z,5055410695,
7012,SXMJ.J,1.1179,2000-12-31T00:00:00Z,,
7013,SXMJ.J,1.052,2000-12-31T00:00:00Z,,
7014,SXMJ.J,0.5954,2000-12-31T00:00:00Z,5055414660,
7015,SXMJ.J,0.3838,2000-12-31T00:00:00Z,5001446537,
7016,SXMJ.J,0.2863,2000-12-31T00:00:00Z,,
7017,SXMJ.J,0.0689,2000-12-31T00:00:00Z,5000313307,
7018,SXMJ.J,0.0252,2000-12-31T00:00:00Z,,
7019,SXMJ.J,0.0,1999-08-31T00:00:00Z,4295978914,
7020,SXMJ.J,0.0,2000-09-30T00:00:00Z,,
7021,SXMJ.J,0.0,2000-03-31T00:00:00Z,,
7022,SXMJ.J,,,,
7023,SXMJ.J,,,,
7024,SXMJ.J,,,,
7025,SXMJ.J,,,,
7026,SXMJ.J,,,,
7027,SXMJ.J,,,,
7028,SXMJ.J,,,,
7029,SXMJ.J,,,,
7030,SXMJ.J,,,,
7031,SXMJ.J,,,,
7032,SXMJ.J,,,,
7033,SXMJ.J,,,,
7034,SXMJ.J,,,,
7035,SXMJ.J,,,,
7036,SXMJ.J,,,,
7037,NCR.LG,,,,United States
7038,NCSJ.J,5.13,2002-12-27T00:00:00Z,5055411492,South Africa
7039,NCSJ.J,2.11,2002-12-27T00:00:00Z,5055412260,
7040,NCSJ.J,1.48,2002-12-27T00:00:00Z,,
7041,NCSJ.J,1.4,2002-12-27T00:00:00Z,,
7042,NCSJ.J,1.33,2002-12-27T00:00:00Z,,
7043,NCSJ.J,1.25,2002-12-27T00:00:00Z,48471688651,
7044,NCSJ.J,0.98,2002-12-27T00:00:00Z,5043372054,
7045,NCSJ.J,0.79,2002-12-27T00:00:00Z,48471689135,
7046,NCSJ.J,0.77,2002-12-27T00:00:00Z,,
7047,NCSJ.J,0.45,2002-12-27T00:00:00Z,48471681613,
7048,NCSJ.J,0.43,2002-12-27T00:00:00Z,,
7049,NCSJ.J,0.28,2002-12-27T00:00:00Z,,
7050,NCSJ.J,0.28,2002-12-27T00:00:00Z,,
7051,NCSJ.J,0.19,2002-12-27T00:00:00Z,,
7052,NCSJ.J,0.18,2002-12-27T00:00:00Z,,
7053,NCSJ.J,0.14,2002-12-27T00:00:00Z,,
7054,NCSJ.J,0.14,2002-12-27T00:00:00Z,,
7055,NCSJ.J,0.12,2002-12-27T00:00:00Z,,
7056,NCSJ.J,0.0,2002-06-30T00:00:00Z,,
7057,NCSJ.J,0.0,2002-06-30T00:00:00Z,4297902883,
7058,NCSJ.J,0.0,2002-12-29T00:00:00Z,5035456324,
7059,NCSJ.J,,,,
7060,NCSJ.J,,,,
7061,NCSJ.J,,2001-04-30T00:00:00Z,5055412260,
7062,NCSJ.J,10.5991,2001-04-30T00:00:00Z,4297902883,
7063,NCSJ.J,7.5164,2001-04-30T00:00:00Z,,
7064,NCSJ.J,6.1655,2001-04-30T00:00:00Z,,
7065,NCSJ.J,0.0,2000-03-31T00:00:00Z,5000854298,
7066,NCSJ.J,,,,
7067,NCSJ.J,,,,
7068,NCSJ.J,,,,
7069,NCSJ.J,,,,
7070,NCSJ.J,,,,
7071,NCSJ.J,,,,
7072,NCSJ.J,,,,
7073,NCSJ.J,,,,
7074,NCSJ.J,,,,
7075,NCSJ.J,,,,
7076,NCSJ.J,,,,
7077,NCSJ.J,,,,
7078,NCSJ.J,,,,
7079,NCSJ.J,,,,
7080,NCSJ.J,,,,
7081,NCSJ.J,,,,
7082,NCSJ.J,,,,
7083,NCSJ.J,,,,
7084,NCSJ.J,56.5303,2000-11-30T00:00:00Z,5055412260,
7085,NCSJ.J,10.5991,2000-11-30T00:00:00Z,4297902883,
7086,NCSJ.J,7.5164,2000-11-30T00:00:00Z,,
7087,NCSJ.J,6.1655,2000-11-30T00:00:00Z,,
7088,NCSJ.J,0.0,2000-03-31T00:00:00Z,5000854298,
7089,NCSJ.J,0.0,1999-06-30T00:00:00Z,5001449043,
7090,NCSJ.J,,,,
7091,NCSJ.J,,,,
7092,NCSJ.J,,,,
7093,NCSJ.J,,,,
7094,NCSJ.J,,,,
7095,NCSJ.J,,,,
7096,NCSJ.J,,,,
7097,NCSJ.J,,,,
7098,NCSJ.J,,,,
7099,NCSJ.J,,,,
7100,NCSJ.J,,,,
7101,NCSJ.J,,,,
7102,NCSJ.J,,,,
7103,NCSJ.J,,,,
7104,NCSJ.J,,,,
7105,NCSJ.J,,,,
7106,NCSJ.J,,,,
7107,NEDJ.J,6.4699,2002-12-27T00:00:00Z,4297369644,South Africa
7108,NEDJ.J,0.8011,2002-12-27T00:00:00Z,5000058372,
7109,NEDJ.J,0.5375,2002-12-27T00:00:00Z,,
7110,NEDJ.J,0.2222,2002-12-31T00:00:00Z,,
7111,NEDJ.J,0.2015,2002-12-31T00:00:00Z,,
7112,NEDJ.J,0.204,2001-09-30T00:00:00Z,,
7113,NEDJ.J,0.1346,2002-12-31T00:00:00Z,,
7114,NEDJ.J,0.0433,2002-12-31T00:00:00Z,4296618041,
7115,NEDJ.J,0.0099,2002-12-31T00:00:00Z,5001211262,
7116,NEDJ.J,0.0083,2002-12-31T00:00:00Z,4298409344,
7117,NEDJ.J,0.0062,2002-12-31T00:00:00Z,5001449682,
7118,NEDJ.J,0.0052,2002-12-31T00:00:00Z,5001196700,
7119,NEDJ.J,0.004,2002-12-31T00:00:00Z,5000055064,
7120,NEDJ.J,0.0041,2002-06-30T00:00:00Z,,
7121,NEDJ.J,0.0035,2002-12-31T00:00:00Z,,
7122,NEDJ.J,0.0018,2002-12-31T00:00:00Z,5001196565,
7123,NEDJ.J,0.0011,2002-12-31T00:00:00Z,5000749182,
7124,NEDJ.J,0.001,2002-12-31T00:00:00Z,5001445949,
7125,NEDJ.J,0.0009,2002-12-31T00:00:00Z,5000313307,
7126,NEDJ.J,0.0007,2002-12-31T00:00:00Z,,
7127,NEDJ.J,0.0001,2002-12-31T00:00:00Z,,
7128,NEDJ.J,0.0,2001-07-31T00:00:00Z,5001446208,
7129,NEDJ.J,0.0,2001-09-30T00:00:00Z,5000854298,
7130,NEDJ.J,0.0,2001-09-30T00:00:00Z,4297902883,
7131,NEDJ.J,0.0,2002-12-31T00:00:00Z,,
7132,NEDJ.J,0.0,2001-03-31T00:00:00Z,,
7133,NEDJ.J,0.0,2001-12-31T00:00:00Z,,
7134,NEDJ.J,0.0,2001-03-31T00:00:00Z,,
7135,NEDJ.J,0.0,2002-06-30T00:00:00Z,5000064072,
7136,NEDJ.J,0.0,2001-12-31T00:00:00Z,5000025620,
7137,NEDJ.J,0.0,2002-12-31T00:00:00Z,,
7138,NEDJ.J,0.0,2002-03-31T00:00:00Z,,
7139,NEDJ.J,0.0,2002-03-31T00:00:00Z,,
7140,NEDJ.J,0.0,2001-12-31T00:00:00Z,5000036827,
7141,NEDJ.J,0.0,2001-09-30T00:00:00Z,4296555936,
7142,NEDJ.J,0.0,2001-03-31T00:00:00Z,4296334100,
7143,NEDJ.J,,,,
7144,NEDJ.J,,,,
7145,NEDJ.J,,,,
7146,NEDJ.J,,,,
7147,NEDJ.J,,,,
7148,NEDJ.J,,,,
7149,NEDJ.J,,,,
7150,NEDJ.J,0.2788,2001-12-31T00:00:00Z,,
7151,NEDJ.J,0.2143,2001-12-31T00:00:00Z,,
7152,NEDJ.J,0.204,2001-09-30T00:00:00Z,,
7153,NEDJ.J,0.1252,2001-12-31T00:00:00Z,4296618041,
7154,NEDJ.J,0.0863,2001-12-31T00:00:00Z,,
7155,NEDJ.J,0.0283,2001-12-31T00:00:00Z,5000064072,
7156,NEDJ.J,0.0254,2001-06-30T00:00:00Z,,
7157,NEDJ.J,0.0228,2001-06-30T00:00:00Z,5001445949,
7158,NEDJ.J,0.0074,2001-12-31T00:00:00Z,,
7159,NEDJ.J,0.0052,2001-12-31T00:00:00Z,,
7160,NEDJ.J,0.0051,2001-12-31T00:00:00Z,5000313307,
7161,NEDJ.J,0.0045,2001-12-31T00:00:00Z,,
7162,NEDJ.J,0.0039,2001-12-31T00:00:00Z,,
7163,NEDJ.J,0.003,2001-12-31T00:00:00Z,4298409344,
7164,NEDJ.J,0.0029,2001-12-31T00:00:00Z,,
7165,NEDJ.J,0.0009,2001-12-31T00:00:00Z,5001449682,
7166,NEDJ.J,0.0007,2001-12-31T00:00:00Z,,
7167,NEDJ.J,0.0,2001-07-31T00:00:00Z,5001446208,
7168,NEDJ.J,0.0,2001-09-30T00:00:00Z,5000854298,
7169,NEDJ.J,0.0,2001-09-30T00:00:00Z,4297902883,
7170,NEDJ.J,0.0,2000-12-31T00:00:00Z,,
7171,NEDJ.J,0.0,2000-12-31T00:00:00Z,5000055064,
7172,NEDJ.J,0.0,2001-03-31T00:00:00Z,,
7173,NEDJ.J,0.0,2001-12-31T00:00:00Z,,
7174,NEDJ.J,0.0,2001-03-31T00:00:00Z,,
7175,NEDJ.J,0.0,2001-12-31T00:00:00Z,5000025620,
7176,NEDJ.J,0.0,2000-03-31T00:00:00Z,,
7177,NEDJ.J,0.0,2000-06-30T00:00:00Z,5000036127,
7178,NEDJ.J,0.0,2001-12-31T00:00:00Z,5000036827,
7179,NEDJ.J,0.0,2001-09-30T00:00:00Z,4296555936,
7180,NEDJ.J,0.0,2000-09-30T00:00:00Z,5000051932,
7181,NEDJ.J,0.0,2001-03-31T00:00:00Z,4296334100,
7182,NEDJ.J,,,,
7183,NEDJ.J,,,,
7184,NEDJ.J,,,,
7185,NEDJ.J,,,,
7186,NEDJ.J,,,,
7187,NEDJ.J,,,,
7188,NEDJ.J,,,,
7189,NEDJ.J,,,,
7190,NEDJ.J,,,,
7191,NEDJ.J,,,,
7192,NEDJ.J,,,,
7193,NEDJ.J,20.22,2000-12-31T00:00:00Z,5000854298,
7194,NEDJ.J,10.35,2000-12-31T00:00:00Z,4297902883,
7195,NEDJ.J,0.72,2000-12-31T00:00:00Z,5001446208,
7196,NEDJ.J,0.2963,2000-12-31T00:00:00Z,,
7197,NEDJ.J,0.1166,2000-12-31T00:00:00Z,,
7198,NEDJ.J,0.1109,2000-12-31T00:00:00Z,,
7199,NEDJ.J,0.0909,2000-12-31T00:00:00Z,,
7200,NEDJ.J,0.0631,2000-12-31T00:00:00Z,4298409344,
7201,NEDJ.J,0.0496,2000-12-31T00:00:00Z,4296618041,
7202,NEDJ.J,0.033,2000-12-31T00:00:00Z,,
7203,NEDJ.J,0.0237,2000-12-31T00:00:00Z,,
7204,NEDJ.J,0.0234,2000-12-31T00:00:00Z,5000036827,
7205,NEDJ.J,0.0212,2000-12-31T00:00:00Z,4296555936,
7206,NEDJ.J,0.012,2000-12-31T00:00:00Z,4296334100,
7207,NEDJ.J,0.0074,2000-12-31T00:00:00Z,,
7208,NEDJ.J,0.0061,1999-06-30T00:00:00Z,,
7209,NEDJ.J,0.0052,2000-12-31T00:00:00Z,,
7210,NEDJ.J,0.0044,2000-12-31T00:00:00Z,5000313307,
7211,NEDJ.J,0.0041,2000-12-31T00:00:00Z,,
7212,NEDJ.J,0.0001,2000-12-31T00:00:00Z,5000025620,
7213,NEDJ.J,0.0,2000-12-31T00:00:00Z,,
7214,NEDJ.J,0.0,2000-12-31T00:00:00Z,5000055064,
7215,NEDJ.J,0.0,2000-12-31T00:00:00Z,,
7216,NEDJ.J,0.0,2000-03-31T00:00:00Z,,
7217,NEDJ.J,0.0,1999-09-30T00:00:00Z,5000071982,
7218,NEDJ.J,0.0,2000-06-30T00:00:00Z,5000036127,
7219,NEDJ.J,0.0,2000-09-30T00:00:00Z,5000051932,
7220,NEDJ.J,0.0,1999-03-31T00:00:00Z,5000052202,
7221,NEDJ.J,0.0,1999-12-31T00:00:00Z,,
7222,NEDJ.J,,,,
7223,NEDJ.J,,,,
7224,NEDJ.J,,,,
7225,NEDJ.J,,,,
7226,NEDJ.J,,,,
7227,NEDJ.J,,,,
7228,NEDJ.J,,,,
7229,NEDJ.J,,,,
7230,NEDJ.J,,,,
7231,NEDJ.J,,,,
7232,NEDJ.J,,,,
7233,NEDJ.J,,,,
7234,NEDJ.J,,,,
7235,NEDJ.J,,,,
7236,NEM.LG,,,,Nigeria
7237,NESF.LG,,,,Nigeria
7238,NESTLE.LG,0.0,2001-06-30T00:00:00Z,5000706029,Switzerland
7239,NESTLE.LG,0.0,2001-06-30T00:00:00Z,5000706029,
7240,NESTLE.LG,0.0,2000-12-31T00:00:00Z,5000706029,
7241,NPHJ.J,2.8703,2002-12-27T00:00:00Z,5055412435,South Africa
7242,NPHJ.J,2.1002,2002-12-27T00:00:00Z,5055414105,
7243,NPHJ.J,1.8202,2002-12-27T00:00:00Z,4297369644,
7244,NPHJ.J,0.7801,2002-12-27T00:00:00Z,48471683387,
7245,NPHJ.J,0.5601,2002-12-27T00:00:00Z,5055414090,
7246,NPHJ.J,0.5201,2002-12-27T00:00:00Z,5000058372,
7247,NPHJ.J,0.3712,2002-12-31T00:00:00Z,,
7248,NPHJ.J,0.2029,2002-12-31T00:00:00Z,,
7249,NPHJ.J,0.1944,2002-12-31T00:00:00Z,5000064072,
7250,NPHJ.J,0.0513,2002-12-31T00:00:00Z,4298409344,
7251,NPHJ.J,0.0324,2002-12-31T00:00:00Z,5001196700,
7252,NPHJ.J,0.0113,2002-06-30T00:00:00Z,5000014523,
7253,NPHJ.J,0.0034,2002-12-31T00:00:00Z,5000749182,
7254,NPHJ.J,0.0,2002-03-24T00:00:00Z,48471667389,
7255,NPHJ.J,0.0,2001-07-02T00:00:00Z,4297021561,
7256,NPHJ.J,0.0,2002-03-24T00:00:00Z,5043418609,
7257,NPHJ.J,0.0,2002-03-24T00:00:00Z,4296833869,
7258,NPHJ.J,0.0,2002-03-24T00:00:00Z,34413273542,
7259,NPHJ.J,0.0,2002-03-24T00:00:00Z,,
7260,NPHJ.J,0.0,2002-03-24T00:00:00Z,,
7261,NPHJ.J,0.0,2002-03-24T00:00:00Z,48470517971,
7262,NPHJ.J,0.0,2002-03-24T00:00:00Z,,
7263,NPHJ.J,0.0,2002-03-24T00:00:00Z,,
7264,NPHJ.J,0.0,2001-07-02T00:00:00Z,5000854298,
7265,NPHJ.J,0.0,2001-07-02T00:00:00Z,4297636693,
7266,NPHJ.J,0.0,2001-07-02T00:00:00Z,4297902883,
7267,NPHJ.J,0.0,2002-03-24T00:00:00Z,48471689220,
7268,NPHJ.J,0.0,2002-03-24T00:00:00Z,5035477093,
7269,NPHJ.J,0.0,2002-06-28T00:00:00Z,,
7270,NPHJ.J,0.0,2002-09-30T00:00:00Z,5001445949,
7271,NPHJ.J,0.0,2001-03-31T00:00:00Z,,
7272,NPHJ.J,0.0,2002-12-29T00:00:00Z,4298459126,
7273,NPHJ.J,0.0,2002-06-30T00:00:00Z,,
7274,NPHJ.J,0.0,2002-03-24T00:00:00Z,4296193778,
7275,NPHJ.J,0.0,2001-12-31T00:00:00Z,,
7276,NPHJ.J,0.0,2002-06-30T00:00:00Z,5000026028,
7277,NPHJ.J,,,,
7278,NPHJ.J,,,,
7279,NPHJ.J,,,,
7280,NPHJ.J,,,,
7281,NPHJ.J,,,,
7282,NPHJ.J,,,,
7283,NPHJ.J,12.9193,2001-12-31T00:00:00Z,4296833869,
7284,NPHJ.J,2.1177,2001-12-31T00:00:00Z,4298459126,
7285,NPHJ.J,0.5434,2000-12-31T00:00:00Z,,
7286,NPHJ.J,0.4262,2001-12-31T00:00:00Z,,
7287,NPHJ.J,0.13,2001-12-31T00:00:00Z,,
7288,NPHJ.J,0.0997,2001-12-31T00:00:00Z,5000026028,
7289,NPHJ.J,0.0645,2001-12-31T00:00:00Z,4298409344,
7290,NPHJ.J,0.0496,2001-12-31T00:00:00Z,,
7291,NPHJ.J,0.02,2001-12-31T00:00:00Z,48471667389,
7292,NPHJ.J,0.02,2001-12-31T00:00:00Z,48470517971,
7293,NPHJ.J,0.02,2001-12-31T00:00:00Z,,
7294,NPHJ.J,0.02,2001-12-31T00:00:00Z,,
7295,NPHJ.J,0.02,2001-12-31T00:00:00Z,48471689220,
7296,NPHJ.J,0.02,2001-12-31T00:00:00Z,5035477093,
7297,NPHJ.J,0.02,2001-12-31T00:00:00Z,4296193778,
7298,NPHJ.J,0.0183,2001-06-30T00:00:00Z,5001445949,
7299,NPHJ.J,0.0113,2001-12-31T00:00:00Z,5000014523,
7300,NPHJ.J,0.01,2001-12-31T00:00:00Z,5043418609,
7301,NPHJ.J,0.01,2001-12-31T00:00:00Z,34413273542,
7302,NPHJ.J,0.01,2001-12-31T00:00:00Z,,
7303,NPHJ.J,0.01,2001-12-31T00:00:00Z,,
7304,NPHJ.J,0.0,2001-07-02T00:00:00Z,4297021561,
7305,NPHJ.J,0.0,2001-07-02T00:00:00Z,5000854298,
7306,NPHJ.J,0.0,2001-07-02T00:00:00Z,4297636693,
7307,NPHJ.J,0.0,2001-01-31T00:00:00Z,5001449709,
7308,NPHJ.J,0.0,2001-01-31T00:00:00Z,4295888391,
7309,NPHJ.J,0.0,2001-01-31T00:00:00Z,5035492090,
7310,NPHJ.J,0.0,2001-01-31T00:00:00Z,4296948644,
7311,NPHJ.J,0.0,2001-07-02T00:00:00Z,4297902883,
7312,NPHJ.J,0.0,2001-03-31T00:00:00Z,,
7313,NPHJ.J,0.0,2001-12-31T00:00:00Z,,
7314,NPHJ.J,,,,
7315,NPHJ.J,,,,
7316,NPHJ.J,,,,
7317,NPHJ.J,,,,
7318,NPHJ.J,,,,
7319,NPHJ.J,,,,
7320,NPHJ.J,,,,
7321,NPHJ.J,,,,
7322,NPHJ.J,,,,
7323,NPHJ.J,,,,
7324,NPHJ.J,,,,
7325,NPHJ.J,21.7948,2000-09-30T00:00:00Z,5000854298,
7326,NPHJ.J,13.3826,2000-09-30T00:00:00Z,4296948644,
7327,NPHJ.J,11.6686,2000-09-30T00:00:00Z,4297902883,
7328,NPHJ.J,9.5853,2000-09-30T00:00:00Z,4296833869,
7329,NPHJ.J,3.2929,2000-09-30T00:00:00Z,4295888391,
7330,NPHJ.J,1.8171,2000-09-30T00:00:00Z,5035492090,
7331,NPHJ.J,0.7931,2000-09-30T00:00:00Z,5001449709,
7332,NPHJ.J,0.6133,2000-12-31T00:00:00Z,4298459126,
7333,NPHJ.J,0.5434,2000-12-31T00:00:00Z,,
7334,NPHJ.J,0.5421,2000-09-30T00:00:00Z,4297636693,
7335,NPHJ.J,0.3311,2000-12-31T00:00:00Z,,
7336,NPHJ.J,0.1891,2000-12-31T00:00:00Z,,
7337,NPHJ.J,0.0575,2000-12-31T00:00:00Z,,
7338,NPHJ.J,0.0521,2000-12-31T00:00:00Z,,
7339,NPHJ.J,0.0223,2000-12-31T00:00:00Z,4298409344,
7340,NPHJ.J,0.0113,2000-12-31T00:00:00Z,5000014523,
7341,NPHJ.J,0.0,1999-06-30T00:00:00Z,,
7342,NPHJ.J,0.0,2000-12-31T00:00:00Z,5000026028,
7343,NPHJ.J,,,,
7344,NPHJ.J,,,,
7345,NPHJ.J,,,,
7346,NPHJ.J,,,,
7347,NPHJ.J,,,,
7348,NPHJ.J,,,,
7349,NPHJ.J,,,,
7350,NPHJ.J,,,,
7351,NPHJ.J,,,,
7352,NPHJ.J,,,,
7353,NPHJ.J,,,,
7354,NPHJ.J,,,,
7355,NPHJ.J,,,,
7356,NPHJ.J,,,,
7357,NPHJ.J,,,,
7358,NPHJ.J,,,,
7359,NPHJ.J,,,,
7360,NPHJ.J,,,,
7361,NPHJ.J,,,,
7362,NPHJ.J,,,,
7363,NPHJ.J,,,,
7364,NPHJ.J,,,,
7365,NPHJ.J,,,,
7366,NPHJ.J,,,,
7367,NCBA.NR,0.0,2001-06-30T00:00:00Z,5000706029,Kenya
7368,NCBA.NR,0.0,2001-06-30T00:00:00Z,5000706029,
7369,NCBA.NR,1.7814,2000-12-31T00:00:00Z,5000706029,
7370,NIDBFUN.LG,,,,Nigeria
7371,NIGERIN.LG,,,,Nigeria
7372,NIGROPE.LG,,,,Nigeria
7373,NIWICAB.LG,,,,Nigeria
7374,NMB.ZI,,,,Zimbabwe
7375,NMG.NR,,,,Kenya
7376,NMG.NR,0.0,2000-06-30T00:00:00Z,5000706029,
7377,NMG.NR,0.0,2000-06-30T00:00:00Z,5000706029,
7378,NNFM.LG,,,,
7379,CONOIL.LG,,,,Nigeria
7380,NPKJ.J,39.3531,2001-12-31T00:00:00Z,4297902883,South Africa
7381,NPKJ.J,13.5478,2002-12-27T00:00:00Z,4295888648,
7382,NPKJ.J,12.368,2002-12-27T00:00:00Z,4297369644,
7383,NPKJ.J,12.0283,2002-09-30T00:00:00Z,4298459126,
7384,NPKJ.J,2.0097,2002-12-27T00:00:00Z,5043447312,
7385,NPKJ.J,1.2498,2002-12-27T00:00:00Z,5055415861,
7386,NPKJ.J,1.1298,2002-12-27T00:00:00Z,,
7387,NPKJ.J,0.3001,2002-12-31T00:00:00Z,,
7388,NPKJ.J,0.242,2002-12-31T00:00:00Z,,
7389,NPKJ.J,0.2891,2001-09-30T00:00:00Z,48471687286,
7390,NPKJ.J,0.2149,2002-12-31T00:00:00Z,4296293277,
7391,NPKJ.J,0.1873,2002-12-31T00:00:00Z,,
7392,NPKJ.J,0.0768,2002-12-31T00:00:00Z,5001196565,
7393,NPKJ.J,0.0386,2002-12-31T00:00:00Z,4298409344,
7394,NPKJ.J,0.0382,2002-09-30T00:00:00Z,,
7395,NPKJ.J,0.0354,2002-09-30T00:00:00Z,,
7396,NPKJ.J,0.0267,2002-09-30T00:00:00Z,,
7397,NPKJ.J,0.0258,2002-09-30T00:00:00Z,,
7398,NPKJ.J,0.025,2002-12-31T00:00:00Z,5001196700,
7399,NPKJ.J,0.02,2002-12-31T00:00:00Z,5001211262,
7400,NPKJ.J,0.0182,2002-09-30T00:00:00Z,,
7401,NPKJ.J,0.016,2002-09-30T00:00:00Z,,
7402,NPKJ.J,0.0142,2002-09-30T00:00:00Z,,
7403,NPKJ.J,0.0141,2002-12-31T00:00:00Z,,
7404,NPKJ.J,0.0139,2002-09-30T00:00:00Z,,
7405,NPKJ.J,0.0105,2002-09-30T00:00:00Z,,
7406,NPKJ.J,0.0079,2002-09-30T00:00:00Z,,
7407,NPKJ.J,0.0078,2002-12-31T00:00:00Z,,
7408,NPKJ.J,0.0069,2002-09-30T00:00:00Z,,
7409,NPKJ.J,0.0062,2002-09-30T00:00:00Z,,
7410,NPKJ.J,0.0036,2002-12-31T00:00:00Z,5000749182,
7411,NPKJ.J,0.0012,2002-12-31T00:00:00Z,,
