,Instrument,Ultimate Parent Percent of Shares Out Held,Date,Investor Perm Id,Country of Headquarters
629,ALW.GH,0.4943,1999-06-30T00:00:00Z,5000706029,
630,ALW.GH,0.715,1998-12-31T00:00:00Z,5000706029,
631,AMEJ.J,6.7914,2000-07-31T00:00:00Z,5043457231,South Africa
632,AMEJ.J,4.4575,2000-07-31T00:00:00Z,,
633,AMEJ.J,4.3103,2000-07-31T00:00:00Z,4297902883,
634,AMEJ.J,4.016,2000-07-31T00:00:00Z,5001442178,
635,AMEJ.J,3.9634,2000-07-31T00:00:00Z,,
636,AMEJ.J,3.3116,2000-07-31T00:00:00Z,,
637,AMEJ.J,1.5559,2000-07-31T00:00:00Z,5000854298,
638,AMEJ.J,1.3562,2000-07-31T00:00:00Z,5055410695,
639,AMEJ.J,0.0,1999-12-31T00:00:00Z,,
640,AMEJ.J,0.0,2000-07-31T00:00:00Z,,
641,AMEJ.J,0.0,1999-05-31T00:00:00Z,,
642,AMEJ.J,0.0,1999-12-31T00:00:00Z,,
643,AMEJ.J,0.0,2000-06-30T00:00:00Z,,
644,AMEJ.J,0.0,1999-12-31T00:00:00Z,4298409344,
645,AMEJ.J,0.0,2000-06-30T00:00:00Z,,
646,AMEJ.J,7.8217,1999-12-31T00:00:00Z,5043457231,
647,AMEJ.J,6.3183,1999-12-31T00:00:00Z,5000854298,
648,AMEJ.J,5.9188,1999-12-31T00:00:00Z,4297902883,
649,AMEJ.J,4.5416,1999-12-31T00:00:00Z,,
650,AMEJ.J,4.0896,1999-12-31T00:00:00Z,5001442178,
651,AMEJ.J,4.037,1999-12-31T00:00:00Z,,
652,AMEJ.J,3.7659,1999-12-31T00:00:00Z,,
653,AMEJ.J,3.3642,1999-12-31T00:00:00Z,,
654,AMEJ.J,0.7781,1999-12-31T00:00:00Z,,
655,AMEJ.J,0.0278,1999-12-31T00:00:00Z,,
656,AMEJ.J,0.0,1999-12-31T00:00:00Z,,
657,AMEJ.J,0.0,1999-05-31T00:00:00Z,,
658,AMEJ.J,0.0,1999-12-31T00:00:00Z,,
659,AMEJ.J,0.0,1999-03-31T00:00:00Z,5055410695,
660,AMEJ.J,0.0,1999-12-31T00:00:00Z,4298409344,
661,AMEJ.J,14.027,1998-08-03T00:00:00Z,5055410695,
662,AMEJ.J,11.4498,1998-08-03T00:00:00Z,5001442178,
663,AMEJ.J,11.413,1998-08-03T00:00:00Z,,
664,AMEJ.J,11.321,1998-08-03T00:00:00Z,,
665,AMEJ.J,9.4433,1998-08-03T00:00:00Z,,
666,AMEJ.J,7.1976,1998-08-03T00:00:00Z,5000854298,
667,AMEJ.J,2.0268,1998-06-30T00:00:00Z,,
668,AMEJ.J,0.2804,1998-12-31T00:00:00Z,,
669,AMEJ.J,0.0,1998-09-30T00:00:00Z,,
670,AMEJ.J,,,,
671,AMEJ.J,,,,
672,AMEJ.J,,,,
673,AMEJ.J,,,,
674,AMEJ.J,,,,
675,AMEJ.J,,,,
676,AMSJ.J,22.11,2000-12-31T00:00:00Z,5000854298,United Kingdom
677,AMSJ.J,6.08,2000-12-31T00:00:00Z,4297902883,
678,AMSJ.J,1.12,2000-12-31T00:00:00Z,4297636693,
679,AMSJ.J,0.1661,2000-12-31T00:00:00Z,,
680,AMSJ.J,0.12,2000-12-31T00:00:00Z,4296618041,
681,AMSJ.J,0.1119,2000-12-31T00:00:00Z,,
682,AMSJ.J,0.09,2000-12-31T00:00:00Z,4298409344,
683,AMSJ.J,0.0542,2000-12-31T00:00:00Z,,
684,AMSJ.J,0.0417,2000-12-31T00:00:00Z,,
685,AMSJ.J,0.0415,2000-12-31T00:00:00Z,5000036827,
686,AMSJ.J,0.0368,2000-12-31T00:00:00Z,,
687,AMSJ.J,0.03,2000-06-30T00:00:00Z,,
688,AMSJ.J,0.0171,2000-12-31T00:00:00Z,5000055064,
689,AMSJ.J,0.0066,2000-12-31T00:00:00Z,,
690,AMSJ.J,0.0038,2000-12-31T00:00:00Z,,
691,AMSJ.J,0.0025,2000-12-31T00:00:00Z,,
692,AMSJ.J,0.0023,2000-12-31T00:00:00Z,5000313307,
693,AMSJ.J,0.0019,2000-12-31T00:00:00Z,,
694,AMSJ.J,0.0006,2000-12-31T00:00:00Z,,
695,AMSJ.J,0.0001,2000-12-31T00:00:00Z,5000025620,
696,AMSJ.J,0.0001,2000-12-31T00:00:00Z,,
697,AMSJ.J,0.0,1999-08-31T00:00:00Z,,
698,AMSJ.J,0.0,1999-08-31T00:00:00Z,4296948644,
699,AMSJ.J,0.0,2000-09-30T00:00:00Z,5000051932,
700,AMSJ.J,0.0,2000-09-30T00:00:00Z,5000152801,
701,AMSJ.J,,,,
702,AMSJ.J,,,,
703,AMSJ.J,,,,
704,AMSJ.J,,,,
705,AMSJ.J,,,,
706,AMSJ.J,,,,
707,AMSJ.J,22.61,1999-12-31T00:00:00Z,5000854298,
708,AMSJ.J,4.87,1999-12-31T00:00:00Z,4297902883,
709,AMSJ.J,0.1426,1999-12-31T00:00:00Z,,
710,AMSJ.J,0.07,1999-12-31T00:00:00Z,4298409344,
711,AMSJ.J,0.06,1999-12-31T00:00:00Z,,
712,AMSJ.J,0.0468,1999-12-31T00:00:00Z,,
713,AMSJ.J,0.03,1999-12-31T00:00:00Z,5000152801,
714,AMSJ.J,0.0148,1999-12-31T00:00:00Z,5000036827,
715,AMSJ.J,0.01,1998-03-31T00:00:00Z,,
716,AMSJ.J,0.0065,1999-12-31T00:00:00Z,5000025620,
717,AMSJ.J,0.0035,1999-12-31T00:00:00Z,,
718,AMSJ.J,0.0021,1999-12-31T00:00:00Z,,
719,AMSJ.J,0.0012,1999-12-31T00:00:00Z,,
720,AMSJ.J,0.0008,1999-09-30T00:00:00Z,,
721,AMSJ.J,0.0,1999-08-31T00:00:00Z,,
722,AMSJ.J,0.0,1999-08-31T00:00:00Z,4296948644,
723,AMSJ.J,0.0,1999-12-31T00:00:00Z,,
724,AMSJ.J,0.0,1998-06-30T00:00:00Z,5000001140,
725,AMSJ.J,0.0,1998-03-31T00:00:00Z,,
726,AMSJ.J,,,,
727,AMSJ.J,,,,
728,AMSJ.J,,,,
729,AMSJ.J,,,,
730,AMSJ.J,,,,
731,AMSJ.J,,,,
732,AMSJ.J,,,,
733,AMSJ.J,,,,
734,AMSJ.J,,,,
735,AMSJ.J,,,,
736,AMSJ.J,,,,
737,AMSJ.J,,,,
738,AMSJ.J,41.2276,1998-08-03T00:00:00Z,4296948644,
739,AMSJ.J,22.17,1998-08-03T00:00:00Z,5000854298,
740,AMSJ.J,3.43,1998-08-03T00:00:00Z,4297902883,
741,AMSJ.J,2.95,1998-08-03T00:00:00Z,,
742,AMSJ.J,0.08,1998-12-31T00:00:00Z,5000152801,
743,AMSJ.J,0.07,1998-12-31T00:00:00Z,,
744,AMSJ.J,0.02,1998-12-31T00:00:00Z,4298409344,
745,AMSJ.J,0.0289,1997-03-31T00:00:00Z,,
746,AMSJ.J,0.01,1998-03-31T00:00:00Z,,
747,AMSJ.J,0.0,1997-09-30T00:00:00Z,,
748,AMSJ.J,0.0,1997-12-31T00:00:00Z,,
749,AMSJ.J,0.0,1998-06-30T00:00:00Z,5000001140,
750,AMSJ.J,0.0,1998-12-31T00:00:00Z,,
751,AMSJ.J,0.0,1998-03-31T00:00:00Z,,
752,AMSJ.J,,,,
753,AMSJ.J,,,,
754,AMSJ.J,,,,
755,AMSJ.J,,,,
756,AMSJ.J,,,,
757,AMSJ.J,,,,
758,AMSJ.J,,,,
759,AMSJ.J,,,,
760,AMSJ.J,,,,
761,AMSJ.J,,,,
762,AMSJ.J,,,,
763,AMSJ.J,,,,
764,AMSJ.J,,,,
765,AMSJ.J,,,,
766,AMSJ.J,,,,
767,AMSJ.J,,,,
768,AMSJ.J,,,,
769,ANGJ.J,22.67,2000-12-31T00:00:00Z,5000854298,South Africa
770,ANGJ.J,3.32,2000-12-31T00:00:00Z,,
771,ANGJ.J,1.94,2000-12-31T00:00:00Z,4297902883,
772,ANGJ.J,1.11,2000-12-31T00:00:00Z,4297636693,
773,ANGJ.J,0.1476,2000-12-31T00:00:00Z,,
774,ANGJ.J,0.0898,2000-09-30T00:00:00Z,,
775,ANGJ.J,0.0642,2000-06-30T00:00:00Z,,
776,ANGJ.J,0.0355,2000-12-31T00:00:00Z,4296618041,
777,ANGJ.J,0.0309,2000-06-30T00:00:00Z,4297299332,
778,ANGJ.J,0.0245,1999-09-30T00:00:00Z,,
779,ANGJ.J,0.0207,2000-12-31T00:00:00Z,,
780,ANGJ.J,0.014,2000-12-31T00:00:00Z,5000036827,
781,ANGJ.J,0.0075,2000-12-31T00:00:00Z,,
782,ANGJ.J,0.0064,2000-12-31T00:00:00Z,5001449015,
783,ANGJ.J,0.0063,2000-12-31T00:00:00Z,,
784,ANGJ.J,0.0052,1999-06-30T00:00:00Z,,
785,ANGJ.J,0.0041,2000-12-31T00:00:00Z,,
786,ANGJ.J,0.003,2000-12-31T00:00:00Z,,
787,ANGJ.J,0.003,2000-12-31T00:00:00Z,,
788,ANGJ.J,0.0028,2000-12-31T00:00:00Z,5000014523,
789,ANGJ.J,0.0027,2000-12-31T00:00:00Z,5000036170,
790,ANGJ.J,0.0029,1999-03-31T00:00:00Z,,
791,ANGJ.J,0.0014,2000-12-31T00:00:00Z,5001231143,
792,ANGJ.J,0.0011,2000-12-31T00:00:00Z,5000036022,
793,ANGJ.J,0.0004,2000-12-31T00:00:00Z,5035750181,
794,ANGJ.J,0.0002,2000-12-31T00:00:00Z,5000050125,
795,ANGJ.J,0.0001,2000-12-31T00:00:00Z,5000025620,
796,ANGJ.J,0.0,2000-03-31T00:00:00Z,4295888430,
797,ANGJ.J,0.0,1999-07-31T00:00:00Z,4295896494,
798,ANGJ.J,0.0,2000-09-30T00:00:00Z,4298459126,
799,ANGJ.J,0.0,2000-06-30T00:00:00Z,,
800,ANGJ.J,0.0,2000-03-31T00:00:00Z,,
801,ANGJ.J,0.0,1999-12-31T00:00:00Z,4298409344,
802,ANGJ.J,0.0,2000-09-30T00:00:00Z,,
803,ANGJ.J,0.0,1999-09-30T00:00:00Z,5000064072,
804,ANGJ.J,0.0,1999-09-30T00:00:00Z,5000071982,
805,ANGJ.J,0.0,2000-06-30T00:00:00Z,5000036127,
806,ANGJ.J,0.0,2000-09-30T00:00:00Z,5000051932,
807,ANGJ.J,0.0,1999-03-31T00:00:00Z,5000052202,
808,ANGJ.J,0.0,2000-12-31T00:00:00Z,,
809,ANGJ.J,0.0,1999-03-31T00:00:00Z,,
810,ANGJ.J,,,,
811,ANGJ.J,,,,
812,ANGJ.J,,,,
813,ANGJ.J,24.1218,1999-10-30T00:00:00Z,5000854298,
814,ANGJ.J,3.6271,1999-10-30T00:00:00Z,,
815,ANGJ.J,2.0465,1999-10-30T00:00:00Z,4297902883,
816,ANGJ.J,1.9442,1999-10-30T00:00:00Z,4295888430,
817,ANGJ.J,0.1546,1999-12-31T00:00:00Z,,
818,ANGJ.J,0.1165,1999-12-31T00:00:00Z,,
819,ANGJ.J,0.0967,1999-12-31T00:00:00Z,,
820,ANGJ.J,0.0702,1999-12-31T00:00:00Z,,
821,ANGJ.J,0.0245,1999-09-30T00:00:00Z,,
822,ANGJ.J,0.0133,1999-12-31T00:00:00Z,5000036127,
823,ANGJ.J,0.0082,1999-12-31T00:00:00Z,5000036827,
824,ANGJ.J,0.0061,1999-12-31T00:00:00Z,5000014523,
825,ANGJ.J,0.0052,1999-06-30T00:00:00Z,,
826,ANGJ.J,0.0048,1999-12-31T00:00:00Z,,
827,ANGJ.J,0.0041,1999-12-31T00:00:00Z,,
828,ANGJ.J,0.0029,1999-03-31T00:00:00Z,,
829,ANGJ.J,0.0013,1999-12-31T00:00:00Z,5001231143,
830,ANGJ.J,0.0012,1999-12-31T00:00:00Z,5000036022,
831,ANGJ.J,0.0005,1999-09-30T00:00:00Z,,
832,ANGJ.J,0.0003,1999-12-31T00:00:00Z,,
833,ANGJ.J,0.0002,1999-12-31T00:00:00Z,5000050125,
834,ANGJ.J,0.0,1999-07-31T00:00:00Z,4295896494,
835,ANGJ.J,0.0,1999-12-31T00:00:00Z,4298409344,
836,ANGJ.J,0.0,1999-09-30T00:00:00Z,5000064072,
837,ANGJ.J,0.0,1999-09-30T00:00:00Z,5000071982,
838,ANGJ.J,0.0,1998-03-31T00:00:00Z,,
839,ANGJ.J,0.0,1999-03-31T00:00:00Z,5000052202,
840,ANGJ.J,0.0,1999-03-31T00:00:00Z,,
841,ANGJ.J,,,,
842,ANGJ.J,,,,
843,ANGJ.J,,,,
844,ANGJ.J,,,,
845,ANGJ.J,,,,
846,ANGJ.J,,,,
847,ANGJ.J,,,,
848,ANGJ.J,,,,
849,ANGJ.J,,,,
850,ANGJ.J,,,,
851,ANGJ.J,,,,
852,ANGJ.J,,,,
853,ANGJ.J,,,,
854,ANGJ.J,,,,
855,ANGJ.J,,,,
856,ANGJ.J,,,,
857,ANGJ.J,24.39,1998-08-03T00:00:00Z,5000854298,
858,ANGJ.J,16.7664,1998-08-03T00:00:00Z,4295896494,
859,ANGJ.J,1.7218,1998-08-03T00:00:00Z,4297902883,
860,ANGJ.J,1.6852,1998-08-03T00:00:00Z,4295888430,
861,ANGJ.J,1.0747,1998-08-03T00:00:00Z,,
862,ANGJ.J,0.3926,1998-12-31T00:00:00Z,,
863,ANGJ.J,0.1443,1998-12-31T00:00:00Z,,
864,ANGJ.J,0.1167,1998-12-31T00:00:00Z,,
865,ANGJ.J,0.0068,1998-12-31T00:00:00Z,4298409344,
866,ANGJ.J,0.0041,1998-12-31T00:00:00Z,,
867,ANGJ.J,0.0029,1998-12-31T00:00:00Z,,
868,ANGJ.J,0.0027,1998-06-30T00:00:00Z,5001231143,
869,ANGJ.J,0.0016,1998-12-31T00:00:00Z,5000052202,
870,ANGJ.J,0.0059,1997-06-30T00:00:00Z,,
871,ANGJ.J,0.0001,1998-12-31T00:00:00Z,5000050125,
872,ANGJ.J,0.0,1998-12-31T00:00:00Z,5000036827,
873,ANGJ.J,0.0,1998-06-30T00:00:00Z,5000036022,
874,ANGJ.J,0.0,1997-12-31T00:00:00Z,5000014523,
875,ANGJ.J,0.0,1998-03-31T00:00:00Z,,
876,ANGJ.J,,,,
877,ANGJ.J,,,,
878,ANGJ.J,,,,
879,ANGJ.J,,,,
880,ANGJ.J,,,,
881,ANGJ.J,,,,
882,ANGJ.J,,,,
883,ANGJ.J,,,,
884,ANGJ.J,,,,
885,ANGJ.J,,,,
886,ANGJ.J,,,,
887,ANGJ.J,,,,
888,ANGJ.J,,,,
889,ANGJ.J,,,,
890,ANGJ.J,,,,
891,ANGJ.J,,,,
892,ANGJ.J,,,,
893,ANGJ.J,,,,
894,ANGJ.J,,,,
895,ANGJ.J,,,,
896,ANGJ.J,,,,
897,ANGJ.J,,,,
898,ANGJ.J,,,,
899,ANGJ.J,,,,
900,ANGJ.J,,,,
901,ETOJ.J,,,,South Africa
902,AONJn.J,0.99,1999-09-30T00:00:00Z,,South Africa
903,AONJn.J,,,,
904,AONJn.J,0.99,1999-09-30T00:00:00Z,,
905,AONJn.J,,,,
906,AONJn.J,0.0,1997-09-30T00:00:00Z,,
907,AONJn.J,,,,
908,ARDOVA.LG,,,,Nigeria
909,APNJ.J,6.6697,2000-10-31T00:00:00Z,,South Africa
910,APNJ.J,5.7684,2000-11-30T00:00:00Z,5055374523,
911,APNJ.J,2.5982,2000-11-30T00:00:00Z,5000854298,
912,APNJ.J,2.5012,2000-11-30T00:00:00Z,4297902883,
913,APNJ.J,1.33,2000-11-30T00:00:00Z,5055415176,
914,APNJ.J,0.8434,2000-11-30T00:00:00Z,34423153113,
915,APNJ.J,0.0462,2000-12-31T00:00:00Z,,
916,APNJ.J,0.0,2000-07-31T00:00:00Z,,
917,APNJ.J,0.0,2000-05-31T00:00:00Z,,
918,APNJ.J,0.0,2000-06-30T00:00:00Z,,
919,APNJ.J,6.6215,1999-12-31T00:00:00Z,5055374523,
920,APNJ.J,5.6036,1999-12-31T00:00:00Z,,
921,APNJ.J,5.2158,1999-12-31T00:00:00Z,4297902883,
922,APNJ.J,3.9942,1999-12-31T00:00:00Z,5000854298,
923,APNJ.J,1.3185,1999-12-31T00:00:00Z,5055415176,
924,APNJ.J,0.9792,1999-12-31T00:00:00Z,34423153113,
925,APNJ.J,0.5966,1999-12-31T00:00:00Z,,
926,APNJ.J,0.5526,1999-12-31T00:00:00Z,,
927,APNJ.J,0.0019,1999-12-31T00:00:00Z,,
928,APNJ.J,,,,
929,APNJ.J,0.0,1997-06-30T00:00:00Z,,
930,APNJ.J,,,,
931,APNJ.J,,,,
932,APNJ.J,,,,
933,APNJ.J,,,,
934,APNJ.J,,,,
935,APNJ.J,,,,
936,APNJ.J,,,,
937,APNJ.J,,,,
938,APNJ.J,,,,
939,ARBICO.LG,,,,
940,ARIS.ZI,,,,Zimbabwe
941,ARIJ.J,21.4616,2000-11-30T00:00:00Z,,South Africa
942,ARIJ.J,17.5823,2000-11-30T00:00:00Z,5000854298,
943,ARIJ.J,11.618,2000-11-30T00:00:00Z,4297902883,
944,ARIJ.J,0.4587,2000-12-31T00:00:00Z,,
945,ARIJ.J,0.0189,2000-12-31T00:00:00Z,,
946,ARIJ.J,0.0092,2000-12-31T00:00:00Z,5001231143,
947,ARIJ.J,0.0,1999-06-30T00:00:00Z,5001196246,
948,ARIJ.J,0.0,2000-03-31T00:00:00Z,,
949,ARIJ.J,0.0,2000-09-30T00:00:00Z,,
950,ARIJ.J,0.0,2000-06-30T00:00:00Z,,
951,ARIJ.J,0.0,2000-06-30T00:00:00Z,,
952,ARIJ.J,0.0,2000-06-30T00:00:00Z,4298409344,
953,ARIJ.J,,,,
954,ARIJ.J,,,,
955,ARIJ.J,,,,
956,ARIJ.J,21.7445,1999-12-31T00:00:00Z,,
957,ARIJ.J,19.765,1999-12-31T00:00:00Z,5000854298,
958,ARIJ.J,5.979,1999-12-31T00:00:00Z,4297902883,
959,ARIJ.J,0.5069,1999-12-31T00:00:00Z,,
960,ARIJ.J,0.3458,1999-12-31T00:00:00Z,,
961,ARIJ.J,0.2265,1999-09-30T00:00:00Z,,
962,ARIJ.J,0.253,1998-03-31T00:00:00Z,,
963,ARIJ.J,0.014,1999-12-31T00:00:00Z,4298409344,
964,ARIJ.J,0.0095,1999-12-31T00:00:00Z,,
965,ARIJ.J,0.0083,1999-12-31T00:00:00Z,5001231143,
966,ARIJ.J,0.0,1999-06-30T00:00:00Z,5001196246,
967,ARIJ.J,0.0,1998-12-31T00:00:00Z,,
968,ARIJ.J,,,,
969,ARIJ.J,,,,
970,ARIJ.J,,,,
971,ARIJ.J,0.15,1998-12-31T00:00:00Z,,
972,ARIJ.J,0.253,1998-03-31T00:00:00Z,,
973,ARIJ.J,0.2478,1998-06-30T00:00:00Z,,
974,ARIJ.J,0.0182,1998-12-31T00:00:00Z,4298409344,
975,ARIJ.J,0.0059,1998-06-30T00:00:00Z,5001231143,
976,ARIJ.J,0.0,1998-12-31T00:00:00Z,,
977,ARIJ.J,0.0,1997-06-30T00:00:00Z,,
978,ARIJ.J,,,,
979,ARIJ.J,,,,
980,ARIJ.J,,,,
981,ARIJ.J,,,,
982,ARIJ.J,,,,
983,ARIJ.J,,,,
984,ARIJ.J,,,,
985,ARIJ.J,,,,
986,ARM.NR,,,,Kenya
987,ARLJ.J,,,,South Africa
988,ABGJ.J,24.68,2000-11-30T00:00:00Z,5000854298,South Africa
989,ABGJ.J,8.48,2000-11-30T00:00:00Z,4297902883,
990,ABGJ.J,4.33,2000-11-30T00:00:00Z,4295889121,
991,ABGJ.J,1.86,2000-11-30T00:00:00Z,5035471215,
992,ABGJ.J,0.67,2000-11-30T00:00:00Z,5001446208,
993,ABGJ.J,0.43,2000-12-31T00:00:00Z,,
994,ABGJ.J,0.21,2000-09-30T00:00:00Z,,
995,ABGJ.J,0.15,2000-12-31T00:00:00Z,4296293277,
996,ABGJ.J,0.12,2000-12-31T00:00:00Z,4296555936,
997,ABGJ.J,0.05,2000-12-31T00:00:00Z,,
998,ABGJ.J,0.05,2000-12-31T00:00:00Z,5000036827,
999,ABGJ.J,0.03,2000-12-31T00:00:00Z,4296618041,
1000,ABGJ.J,0.02,2000-12-31T00:00:00Z,,
1001,ABGJ.J,0.02,2000-12-31T00:00:00Z,,
1002,ABGJ.J,0.01,2000-12-31T00:00:00Z,,
1003,ABGJ.J,0.0036,2000-12-31T00:00:00Z,5000313307,
1004,ABGJ.J,0.0013,2000-12-31T00:00:00Z,,
1005,ABGJ.J,0.0,1999-12-31T00:00:00Z,,
1006,ABGJ.J,0.0,2000-03-31T00:00:00Z,5000025620,
1007,ABGJ.J,0.0,2000-06-30T00:00:00Z,,
1008,ABGJ.J,0.0,1999-09-30T00:00:00Z,5000071982,
1009,ABGJ.J,0.0,2000-06-30T00:00:00Z,,
1010,ABGJ.J,0.0,2000-06-30T00:00:00Z,5000036127,
1011,ABGJ.J,0.0,2000-09-30T00:00:00Z,5000051932,
1012,ABGJ.J,0.0,1999-12-31T00:00:00Z,5000041875,
1013,ABGJ.J,0.0,1999-03-31T00:00:00Z,5000052202,
1014,ABGJ.J,,,,
1015,ABGJ.J,,,,
1016,ABGJ.J,,,,
1017,ABGJ.J,,,,
1018,ABGJ.J,,,,
1019,ABGJ.J,,,,
1020,ABGJ.J,22.58,1999-12-31T00:00:00Z,5000854298,
1021,ABGJ.J,8.44,1999-12-31T00:00:00Z,4297902883,
1022,ABGJ.J,4.41,1999-12-31T00:00:00Z,4295889121,
1023,ABGJ.J,0.8,1999-11-30T00:00:00Z,5035471215,
1024,ABGJ.J,0.67,1999-11-30T00:00:00Z,5001446208,
1025,ABGJ.J,0.12,1999-09-30T00:00:00Z,,
1026,ABGJ.J,0.09,1999-12-31T00:00:00Z,,
1027,ABGJ.J,0.06,1998-03-31T00:00:00Z,,
1028,ABGJ.J,0.05,1999-12-31T00:00:00Z,,
1029,ABGJ.J,0.04,1999-12-31T00:00:00Z,,
1030,ABGJ.J,0.0253,1999-12-31T00:00:00Z,4296293277,
1031,ABGJ.J,0.02,1999-12-31T00:00:00Z,5000036127,
1032,ABGJ.J,0.01,1999-12-31T00:00:00Z,5000036827,
1033,ABGJ.J,0.01,1999-12-31T00:00:00Z,5000025620,
1034,ABGJ.J,0.0035,1999-12-31T00:00:00Z,,
1035,ABGJ.J,0.0005,1999-09-30T00:00:00Z,,
1036,ABGJ.J,0.0,1999-12-31T00:00:00Z,,
1037,ABGJ.J,0.0,1999-12-31T00:00:00Z,,
1038,ABGJ.J,0.0,1999-09-30T00:00:00Z,5000071982,
1039,ABGJ.J,0.0,1999-06-30T00:00:00Z,5000051932,
1040,ABGJ.J,0.0,1999-12-31T00:00:00Z,5000041875,
1041,ABGJ.J,0.0,1999-03-31T00:00:00Z,5000052202,
1042,ABGJ.J,0.0,1998-12-31T00:00:00Z,,
1043,ABGJ.J,,,,
1044,ABGJ.J,,,,
1045,ABGJ.J,,,,
1046,ABGJ.J,,,,
1047,ABGJ.J,,,,
1048,ABGJ.J,,,,
1049,ABGJ.J,,,,
1050,ABGJ.J,,,,
1051,ABGJ.J,,,,
1052,ABGJ.J,19.3,1998-08-03T00:00:00Z,5000854298,
1053,ABGJ.J,9.34,1998-08-03T00:00:00Z,4297902883,
1054,ABGJ.J,4.44,1998-08-03T00:00:00Z,4295889121,
1055,ABGJ.J,0.15,1998-12-31T00:00:00Z,5000051932,
1056,ABGJ.J,0.14,1998-12-31T00:00:00Z,,
1057,ABGJ.J,0.06,1998-03-31T00:00:00Z,,
1058,ABGJ.J,0.04,1998-12-31T00:00:00Z,,
1059,ABGJ.J,0.0094,1998-12-31T00:00:00Z,4296293277,
1060,ABGJ.J,0.01,1998-12-31T00:00:00Z,5000071982,
1061,ABGJ.J,0.01,1998-12-31T00:00:00Z,5000052202,
1062,ABGJ.J,0.0039,1998-12-31T00:00:00Z,,
1063,ABGJ.J,0.0031,1998-06-30T00:00:00Z,,
1064,ABGJ.J,0.0016,1998-12-31T00:00:00Z,5000036827,
1065,ABGJ.J,0.0009,1998-12-31T00:00:00Z,,
1066,ABGJ.J,0.0,1997-09-30T00:00:00Z,,
1067,ABGJ.J,0.0,1998-12-31T00:00:00Z,,
1068,ABGJ.J,0.0,1997-06-30T00:00:00Z,,
1069,ABGJ.J,0.0,1998-12-31T00:00:00Z,,
1070,ABGJ.J,,,,
1071,ABGJ.J,,,,
1072,ABGJ.J,,,,
1073,ABGJ.J,,,,
1074,ABGJ.J,,,,
1075,ABGJ.J,,,,
1076,ABGJ.J,,,,
1077,ABGJ.J,,,,
1078,ABGJ.J,,,,
1079,ABGJ.J,,,,
1080,ABGJ.J,,,,
1081,ABGJ.J,,,,
1082,ABGJ.J,,,,
1083,ABGJ.J,,,,
1084,ENXJ.J,,,,South Africa
1085,AELJ.J,39.8023,2000-07-31T00:00:00Z,5019887617,South Africa
1086,AELJ.J,32.8095,2000-10-31T00:00:00Z,5000059446,
1087,AELJ.J,12.5781,2000-10-31T00:00:00Z,5000854298,
1088,AELJ.J,11.6052,2000-10-31T00:00:00Z,4297902883,
1089,AELJ.J,1.4243,2000-10-31T00:00:00Z,,
1090,AELJ.J,0.2428,2000-12-31T00:00:00Z,4298459126,
1091,AELJ.J,0.0467,2000-12-31T00:00:00Z,,
1092,AELJ.J,0.0,2000-07-31T00:00:00Z,4296948644,
1093,AELJ.J,0.0,1999-08-31T00:00:00Z,4295896494,
1094,AELJ.J,,,,
1095,AELJ.J,39.8072,1999-12-31T00:00:00Z,5019887617,
1096,AELJ.J,11.8057,1999-12-31T00:00:00Z,4296948644,
1097,AELJ.J,10.7628,1999-12-31T00:00:00Z,4297902883,
1098,AELJ.J,9.7716,1999-12-31T00:00:00Z,5000854298,
1099,AELJ.J,1.4217,1999-12-31T00:00:00Z,,
1100,AELJ.J,1.3716,1999-12-31T00:00:00Z,5000059446,
1101,AELJ.J,0.0,1998-09-30T00:00:00Z,,
1102,AELJ.J,0.0,1999-08-31T00:00:00Z,4295896494,
1103,AELJ.J,,,,
1104,AELJ.J,,,,
1105,AELJ.J,39.8593,1998-08-03T00:00:00Z,5019887617,
1106,AELJ.J,11.9838,1998-08-03T00:00:00Z,5000854298,
1107,AELJ.J,6.022,1998-08-03T00:00:00Z,4297902883,
1108,AELJ.J,5.3103,1998-08-03T00:00:00Z,4295896494,
1109,AELJ.J,1.3727,1998-08-03T00:00:00Z,5000059446,
1110,AELJ.J,0.0,1998-09-30T00:00:00Z,,
1111,AELJ.J,,,,
1112,AELJ.J,,,,
1113,AELJ.J,,,,
1114,AELJ.J,,,,
1115,AVIJ.J,33.2823,2000-11-30T00:00:00Z,5000854298,South Africa
1116,AVIJ.J,27.683,2000-11-30T00:00:00Z,4297902883,
1117,AVIJ.J,3.2252,2000-11-30T00:00:00Z,,
1118,AVIJ.J,0.9824,2000-09-30T00:00:00Z,,
1119,AVIJ.J,0.8061,2000-12-31T00:00:00Z,4298459126,
1120,AVIJ.J,0.7727,2000-11-30T00:00:00Z,4297021561,
1121,AVIJ.J,0.3018,2000-12-31T00:00:00Z,,
1122,AVIJ.J,0.1461,2000-12-31T00:00:00Z,,
1123,AVIJ.J,0.0507,2000-12-31T00:00:00Z,,
1124,AVIJ.J,0.0063,2000-12-31T00:00:00Z,5000313307,
1125,AVIJ.J,0.0026,2000-12-31T00:00:00Z,4298409344,
1126,AVIJ.J,0.0024,2000-12-31T00:00:00Z,,
1127,AVIJ.J,0.0,1999-10-31T00:00:00Z,,
1128,AVIJ.J,,,,
1129,AVIJ.J,,,,
1130,AVIJ.J,31.48,1999-12-31T00:00:00Z,5000854298,
1131,AVIJ.J,29.0436,1999-12-31T00:00:00Z,4297902883,
