,Instrument,Ultimate Parent Percent of Shares Out Held,Date,Investor Perm Id,Country of Headquarters
1588,CLHJ.J,48.49,1999-12-31T00:00:00Z,4295888650,
1589,CLHJ.J,18.7,1999-12-31T00:00:00Z,5035499104,
1590,CLHJ.J,6.2,1999-12-31T00:00:00Z,5000854298,
1591,CLHJ.J,2.26,1999-12-31T00:00:00Z,4297902883,
1592,CLHJ.J,0.82,1999-12-31T00:00:00Z,4297021561,
1593,CLHJ.J,0.19,1998-06-30T00:00:00Z,,
1594,CLHJ.J,0.0025,1999-12-31T00:00:00Z,,
1595,CLHJ.J,,,,
1596,CLHJ.J,48.57,1998-08-03T00:00:00Z,4295888650,
1597,CLHJ.J,18.7272,1998-08-03T00:00:00Z,5035499104,
1598,CLHJ.J,2.74,1998-08-03T00:00:00Z,5000854298,
1599,CLHJ.J,1.29,1998-08-03T00:00:00Z,4297902883,
1600,CLHJ.J,0.19,1998-06-30T00:00:00Z,,
1601,CLHJ.J,0.0025,1998-12-31T00:00:00Z,,
1602,CLHJ.J,,,,
1603,CLHJ.J,,,,
1604,CLYD.GH,,,,Ghana
1605,MTUJ.J,30.49,2000-10-31T00:00:00Z,4298534128,South Africa
1606,MTUJ.J,25.02,2000-10-31T00:00:00Z,,
1607,MTUJ.J,24.98,2000-10-31T00:00:00Z,,
1608,MTUJ.J,29.38,1999-12-31T00:00:00Z,4298534128,
1609,MTUJ.J,25.02,1999-12-31T00:00:00Z,,
1610,MTUJ.J,24.98,1999-12-31T00:00:00Z,,
1611,MTUJ.J,29.33,1998-08-03T00:00:00Z,4298534128,
1612,MTUJ.J,25.02,1998-08-03T00:00:00Z,,
1613,MTUJ.J,24.98,1998-08-03T00:00:00Z,,
1614,CMHJ.J,45.54,2000-09-30T00:00:00Z,,South Africa
1615,CMHJ.J,24.89,2000-09-30T00:00:00Z,5055410548,
1616,CMHJ.J,8.11,1999-08-31T00:00:00Z,4295888848,
1617,CMHJ.J,4.91,2000-09-30T00:00:00Z,48471669190,
1618,CMHJ.J,1.36,2000-09-30T00:00:00Z,,
1619,CMHJ.J,1.09,2000-09-30T00:00:00Z,,
1620,CMHJ.J,0.0,1999-12-31T00:00:00Z,,
1621,CMHJ.J,45.54,1999-12-31T00:00:00Z,,
1622,CMHJ.J,24.53,1999-12-31T00:00:00Z,5055410548,
1623,CMHJ.J,8.11,1999-08-31T00:00:00Z,4295888848,
1624,CMHJ.J,4.91,1999-12-31T00:00:00Z,48471669190,
1625,CMHJ.J,0.0,1999-12-31T00:00:00Z,,
1626,CMHJ.J,,,,
1627,CMHJ.J,,,,
1628,CMHJ.J,47.68,1998-08-03T00:00:00Z,,
1629,CMHJ.J,25.14,1998-08-03T00:00:00Z,5055410548,
1630,CMHJ.J,4.11,1998-08-03T00:00:00Z,48471669190,
1631,CMHJ.J,1.35,1998-08-03T00:00:00Z,,
1632,CMHJ.J,,,,
1633,CMHJ.J,,,,
1634,CMHJ.J,,,,
1635,CMLJ.J,,,,South Africa
1636,CMLT.GH,,,,Ghana
1637,CMOJ.J,,,,South Africa
1638,CNDJ.J,0.0,2000-06-30T00:00:00Z,,South Africa
1639,CNDJ.J,,,,
1640,CNDJ.J,,,,
1641,CNDJ.J,,,,
1642,CNDJ.J,,,,
1643,CNDJ.J,,,,
1644,CNDJ.J,,,,
1645,CNDJ.J,,,,
1646,CNDJ.J,,,,
1647,CNDJ.J,,,,
1648,CNDJ.J,,,,
1649,CNDJ.J,,,,
1650,CONFDIN.LG,,,,Nigeria
1651,CORNERS.LG,,,,Nigeria
1652,COSTAIN.LG,,,,Nigeria
1653,AICO.ZI,,,,Zimbabwe
1654,CPC.GH,,,,Ghana
1655,CPIJ.J,,,,South Africa
1656,CRUSADE.LG,,,,Nigeria
1657,CSBJ.J,14.64,2000-07-31T00:00:00Z,5035474046,South Africa
1658,CSBJ.J,11.19,2000-07-31T00:00:00Z,5055415176,
1659,CSBJ.J,3.64,2000-07-31T00:00:00Z,5000854298,
1660,CSBJ.J,1.51,2000-07-31T00:00:00Z,4297902883,
1661,CSBJ.J,1.29,2000-07-31T00:00:00Z,,
1662,CSBJ.J,1.26,2000-07-31T00:00:00Z,4297021561,
1663,CSBJ.J,11.19,1999-12-31T00:00:00Z,5055415176,
1664,CSBJ.J,6.03,1999-12-31T00:00:00Z,5035474046,
1665,CSBJ.J,1.48,1999-12-31T00:00:00Z,4297021561,
1666,CSBJ.J,1.17,1999-12-31T00:00:00Z,,
1667,CSBJ.J,0.54,1999-12-31T00:00:00Z,5000854298,
1668,CSBJ.J,,,,
1669,CSBJ.J,11.19,1998-08-03T00:00:00Z,5055415176,
1670,CSBJ.J,6.03,1998-08-03T00:00:00Z,5035474046,
1671,CSBJ.J,3.38,1998-08-03T00:00:00Z,5000854298,
1672,CSBJ.J,0.89,1998-08-03T00:00:00Z,4297021561,
1673,CSBJ.J,,,,
1674,CSBJ.J,,,,
1675,IMH.NR,,,,Kenya
1676,CUSTODIAN.LG,,,,Nigeria
1677,CUTIX.LG,,,,Nigeria
1678,DZL.ZI,,,,Zimbabwe
1679,DANGSUG.LG,,,,Nigeria
1680,DAWN.ZI,,,,Mauritius
1681,SYGEUJ.J,,,,
1682,SYGUSJ.J,,,,
1683,SYGUKJ.J,,,,
1684,SYGJPJ.J,,,,
1685,SYGWDJ.J,,,,
1686,DLTA.ZI,0.0,1999-06-30T00:00:00Z,5001449043,Zimbabwe
1687,DLTA.ZI,0.0,1999-06-30T00:00:00Z,5001449043,
1688,DLTA.ZI,0.06,1998-12-31T00:00:00Z,5001449043,
1689,BETAGLA.LG,,,,Greece
1690,DNMEYER.LG,,,,Nigeria
1691,DRDJ.J,,,,South Africa
1692,DSYJ.J,5.7656,2000-10-31T00:00:00Z,5000854298,South Africa
1693,DSYJ.J,4.7118,2000-10-31T00:00:00Z,34424950236,
1694,DSYJ.J,1.3578,2000-10-31T00:00:00Z,48471682378,
1695,DSYJ.J,1.3375,2000-10-31T00:00:00Z,34414524903,
1696,DSYJ.J,1.1552,2000-10-31T00:00:00Z,4297902883,
1697,DSYJ.J,1.0842,2000-10-31T00:00:00Z,,
1698,DSYJ.J,1.0437,2000-10-31T00:00:00Z,,
1699,DSYJ.J,0.7014,2000-10-31T00:00:00Z,4297636693,
1700,DSYJ.J,0.1714,2000-12-31T00:00:00Z,4298409344,
1701,DSYJ.J,0.0898,2000-12-31T00:00:00Z,,
1702,DSYJ.J,0.011,2000-12-31T00:00:00Z,,
1703,DSYJ.J,0.0065,2000-12-31T00:00:00Z,5000313307,
1704,DSYJ.J,0.0017,2000-12-31T00:00:00Z,,
1705,DSYJ.J,5.188,1999-12-31T00:00:00Z,5000854298,
1706,DSYJ.J,4.9449,1999-12-31T00:00:00Z,34424950236,
1707,DSYJ.J,1.3679,1999-12-31T00:00:00Z,34414524903,
1708,DSYJ.J,1.0437,1999-12-31T00:00:00Z,,
1709,DSYJ.J,0.993,1999-12-31T00:00:00Z,4297902883,
1710,DSYJ.J,0.4053,1999-12-31T00:00:00Z,,
1711,DSYJ.J,0.1196,1999-12-31T00:00:00Z,,
1712,DSYJ.J,0.0608,1999-12-31T00:00:00Z,4298409344,
1713,DSYJ.J,,,,
1714,DSYJ.J,,,,
1715,DSYJ.J,,,,
1716,DSYJ.J,,,,
1717,DSYJ.J,,,,
1718,DSYJ.J,,,,
1719,DSYJ.J,,,,
1720,DSYJ.J,,,,
1721,DSYJ.J,,,,
1722,DSYJ.J,,,,
1723,DSYJ.J,,,,
1724,DSYJ.J,,,,
1725,DSYJ.J,,,,
1726,DSYJ.J,,,,
1727,DSYJ.J,,,,
1728,DSYJ.J,,,,
1729,DSYJ.J,,,,
1730,DSYJ.J,,,,
1731,DTCJ.J,34.1679,2000-12-31T00:00:00Z,5000854298,South Africa
1732,DTCJ.J,12.39,2000-07-31T00:00:00Z,4297902883,
1733,DTCJ.J,1.4031,2000-12-31T00:00:00Z,4297636693,
1734,DTCJ.J,0.8075,2000-12-31T00:00:00Z,5052145148,
1735,DTCJ.J,0.6537,2000-12-31T00:00:00Z,,
1736,DTCJ.J,0.5552,2000-12-31T00:00:00Z,34415923066,
1737,DTCJ.J,0.5219,1999-09-30T00:00:00Z,4295889203,
1738,DTCJ.J,0.1961,2000-12-31T00:00:00Z,5000001140,
1739,DTCJ.J,0.0642,2000-12-31T00:00:00Z,5000051932,
1740,DTCJ.J,0.0285,2000-12-31T00:00:00Z,,
1741,DTCJ.J,0.0165,2000-12-31T00:00:00Z,,
1742,DTCJ.J,0.0132,2000-12-31T00:00:00Z,5000313307,
1743,DTCJ.J,0.0067,2000-12-31T00:00:00Z,4298409344,
1744,DTCJ.J,0.0062,2000-12-31T00:00:00Z,5000025620,
1745,DTCJ.J,0.0016,2000-12-31T00:00:00Z,,
1746,DTCJ.J,0.0,1999-06-30T00:00:00Z,48471669465,
1747,DTCJ.J,0.0,1999-08-31T00:00:00Z,,
1748,DTCJ.J,0.0,2000-06-30T00:00:00Z,,
1749,DTCJ.J,0.0,2000-06-30T00:00:00Z,5000034065,
1750,DTCJ.J,0.0,2000-12-31T00:00:00Z,,
1751,DTCJ.J,0.0,2000-12-31T00:00:00Z,,
1752,DTCJ.J,0.0,2000-12-31T00:00:00Z,5000036827,
1753,DTCJ.J,0.0,1999-12-31T00:00:00Z,,
1754,DTCJ.J,,,,
1755,DTCJ.J,33.985,1999-12-31T00:00:00Z,5000854298,
1756,DTCJ.J,12.9339,1999-12-31T00:00:00Z,4297902883,
1757,DTCJ.J,5.5081,1999-12-31T00:00:00Z,34415923066,
1758,DTCJ.J,0.7258,1999-12-31T00:00:00Z,5000051932,
1759,DTCJ.J,0.5219,1999-09-30T00:00:00Z,4295889203,
1760,DTCJ.J,0.2127,1999-12-31T00:00:00Z,,
1761,DTCJ.J,0.2024,1999-12-31T00:00:00Z,,
1762,DTCJ.J,0.1866,1999-12-31T00:00:00Z,,
1763,DTCJ.J,0.1819,1999-12-31T00:00:00Z,4298409344,
1764,DTCJ.J,0.0261,1999-12-31T00:00:00Z,5000025620,
1765,DTCJ.J,0.0108,1999-12-31T00:00:00Z,,
1766,DTCJ.J,0.0052,1999-12-31T00:00:00Z,5000034065,
1767,DTCJ.J,0.0,1999-06-30T00:00:00Z,48471669465,
1768,DTCJ.J,0.0,1999-08-31T00:00:00Z,,
1769,DTCJ.J,0.0,1998-06-01T00:00:00Z,4295888700,
1770,DTCJ.J,0.0,1998-06-30T00:00:00Z,5000001140,
1771,DTCJ.J,0.0,1999-12-31T00:00:00Z,,
1772,DTCJ.J,,,,
1773,DTCJ.J,,,,
1774,DTCJ.J,,,,
1775,DTCJ.J,,,,
1776,DTCJ.J,,,,
1777,DTCJ.J,,,,
1778,DTCJ.J,,,,
1779,DTCJ.J,19.2381,1998-09-30T00:00:00Z,5000854298,
1780,DTCJ.J,8.2853,1998-09-30T00:00:00Z,34415923066,
1781,DTCJ.J,2.5496,1998-09-30T00:00:00Z,4297902883,
1782,DTCJ.J,1.3623,1998-09-30T00:00:00Z,4295889203,
1783,DTCJ.J,1.3124,1998-09-30T00:00:00Z,48471669465,
1784,DTCJ.J,0.8439,1998-06-30T00:00:00Z,,
1785,DTCJ.J,0.2334,1998-12-31T00:00:00Z,4298409344,
1786,DTCJ.J,0.0026,1998-12-31T00:00:00Z,,
1787,DTCJ.J,0.0,1998-06-01T00:00:00Z,4295888700,
1788,DTCJ.J,0.0,1998-06-30T00:00:00Z,5000001140,
1789,DTCJ.J,,,,
1790,DTCJ.J,,,,
1791,DTCJ.J,,,,
1792,DTCJ.J,,,,
1793,DTCJ.J,,,,
1794,DTCJ.J,,,,
1795,DTCJ.J,,,,
1796,DTCJ.J,,,,
1797,DTCJ.J,,,,
1798,DTCJ.J,,,,
1799,DTCJ.J,,,,
1800,DTCJ.J,,,,
1801,DTCJ.J,,,,
1802,DTCJ.J,,,,
1803,DTK.NR,,,,Kenya
1804,OCH.NR,,,,Kenya
1805,DUNLOP.LG,,,,Nigeria
1806,DUNLOP.LG,0.0,1998-12-31T00:00:00Z,5000706029,
1807,DUNLOP.LG,0.0,1998-12-31T00:00:00Z,5000706029,
1808,CABL.NR,,,,Kenya
1809,PORT.NR,,,,Kenya
1810,EGH.GH,,,,Togo
1811,EQTY.NR,,,,Kenya
1812,EGAD.NR,,,,
1813,EGL.GH,1.07,2000-12-31T00:00:00Z,5000706029,Ghana
1814,EGL.GH,,,,
1815,EGL.GH,1.07,1999-06-30T00:00:00Z,5000706029,
1816,EGL.GH,,,,
1817,EGL.GH,6.54,1997-03-31T00:00:00Z,,
1818,EGL.GH,1.07,1998-12-31T00:00:00Z,5000706029,
1819,EKOCORP.LG,,,,Nigeria
1820,ELIJ.J,,,,South Africa
1821,ELLAHLA.LG,,,,Nigeria
1822,EMIJ.J,,,,
1823,ECO.ZI,0.49,2000-12-31T00:00:00Z,5000706029,Zimbabwe
1824,ECO.ZI,0.69,1999-06-30T00:00:00Z,5000706029,
1825,ECO.ZI,0.69,1998-12-31T00:00:00Z,5000706029,
1826,ENGN.BT,,,,Malaysia
1827,EOHJ.J,11.95,2000-08-31T00:00:00Z,5000854298,South Africa
1828,EOHJ.J,4.68,2000-08-31T00:00:00Z,4297902883,
1829,EOHJ.J,4.32,2000-08-31T00:00:00Z,48471682558,
1830,EOHJ.J,0.8,2000-08-31T00:00:00Z,34423099098,
1831,EOHJ.J,0.6,2000-08-31T00:00:00Z,,
1832,EOHJ.J,0.0,2000-08-31T00:00:00Z,,
1833,EOHJ.J,0.0,2000-08-31T00:00:00Z,,
1834,EOHJ.J,,,,
1835,EOHJ.J,8.18,1999-12-31T00:00:00Z,,
1836,EOHJ.J,4.52,1999-12-31T00:00:00Z,4297902883,
1837,EOHJ.J,4.31,1999-12-31T00:00:00Z,48471682558,
1838,EOHJ.J,2.12,1999-12-31T00:00:00Z,5000854298,
1839,EOHJ.J,1.56,1998-12-31T00:00:00Z,,
1840,EOHJ.J,0.8,1999-12-31T00:00:00Z,34423099098,
1841,EOHJ.J,0.6,1999-12-31T00:00:00Z,,
1842,EOHJ.J,0.5,1999-12-31T00:00:00Z,,
1843,EOHJ.J,1.56,1998-12-31T00:00:00Z,,
1844,EOHJ.J,,,,
1845,EOHJ.J,,,,
1846,EOHJ.J,,,,
1847,EOHJ.J,,,,
1848,EOHJ.J,,,,
1849,EOHJ.J,,,,
1850,EOHJ.J,,,,
1851,ETERNAO.LG,,,,Nigeria
1852,ETI.LG,,,,Togo
1853,EVRD.NR,,,,
1854,XPRS.NR,,,,Kenya
1855,EXXJ.J,,,,South Africa
1856,FALG.ZI,,,,Switzerland
1857,FBRJ.J,11.3264,2000-03-31T00:00:00Z,34413324417,South Africa
1858,FBRJ.J,10.8553,2000-03-31T00:00:00Z,,
1859,FBRJ.J,10.4343,2000-03-31T00:00:00Z,,
1860,FBRJ.J,6.22,2000-03-31T00:00:00Z,5000854298,
1861,FBRJ.J,1.56,2000-03-31T00:00:00Z,,
1862,FBRJ.J,0.64,2000-03-31T00:00:00Z,34413407318,
1863,FBRJ.J,0.6,2000-03-31T00:00:00Z,,
1864,FBRJ.J,0.16,2000-12-31T00:00:00Z,,
1865,FBRJ.J,0.0,2000-03-31T00:00:00Z,,
1866,FBRJ.J,12.8083,1999-07-31T00:00:00Z,,
1867,FBRJ.J,12.0352,1999-07-31T00:00:00Z,34413324417,
1868,FBRJ.J,9.199,1999-07-31T00:00:00Z,,
1869,FBRJ.J,3.68,1999-07-31T00:00:00Z,5000854298,
1870,FBRJ.J,3.16,1999-07-31T00:00:00Z,,
1871,FBRJ.J,1.28,1999-07-31T00:00:00Z,,
1872,FBRJ.J,1.02,1999-07-31T00:00:00Z,,
1873,FBRJ.J,,,,
1874,FBRJ.J,,,,
1875,FBRJ.J,29.6526,1998-08-03T00:00:00Z,,
1876,FBRJ.J,27.8574,1998-08-03T00:00:00Z,34413324417,
1877,FBRJ.J,7.31,1998-08-03T00:00:00Z,,
1878,FBRJ.J,2.64,1998-08-03T00:00:00Z,5000854298,
1879,FBRJ.J,2.27,1998-08-03T00:00:00Z,,
1880,FBRJ.J,,,,
1881,FBRJ.J,,,,
1882,FBRJ.J,,,,
1883,FBRJ.J,,,,
1884,FCMB.LG,,,,Nigeria
1885,FIDL.ZI,,,,Zimbabwe
1886,FIDELIT.LG,,,,Nigeria
1887,SMER.NR,0.0,2000-06-30T00:00:00Z,5000706029,Kenya
1888,SMER.NR,0.0,1999-06-30T00:00:00Z,5001449043,
1889,SMER.NR,0.21,1999-06-30T00:00:00Z,5000706029,
1890,SMER.NR,0.0,1999-06-30T00:00:00Z,5001449043,
1891,SMER.NR,0.21,1998-12-31T00:00:00Z,5000706029,
1892,SMER.NR,0.1006,1998-12-31T00:00:00Z,5001449043,
1893,FBNH.LG,0.07,2000-12-31T00:00:00Z,5000706029,Nigeria
1894,FBNH.LG,,,,
1895,FBNH.LG,,,,
1896,FLOURMI.LG,,,,
1897,FML.GH,,,,France
1898,FNBB.BT,,,,South Africa
1899,TFGJ.J,33.21,2000-12-31T00:00:00Z,5000854298,South Africa
1900,TFGJ.J,23.13,2000-12-31T00:00:00Z,4297902883,
1901,TFGJ.J,1.33,2000-12-31T00:00:00Z,5001446208,
1902,TFGJ.J,0.9544,2000-12-31T00:00:00Z,4298459126,
1903,TFGJ.J,0.54,2000-12-31T00:00:00Z,4297636693,
1904,TFGJ.J,0.073,2000-12-31T00:00:00Z,,
1905,TFGJ.J,0.0468,2000-12-31T00:00:00Z,,
1906,TFGJ.J,0.02,2000-12-31T00:00:00Z,,
1907,TFGJ.J,0.0,2000-07-31T00:00:00Z,48471668836,
1908,TFGJ.J,0.0,2000-12-31T00:00:00Z,5043419514,
1909,TFGJ.J,0.0,2000-06-30T00:00:00Z,4298409344,
1910,TFGJ.J,,,,
1911,TFGJ.J,,,,
1912,TFGJ.J,24.8,1999-11-30T00:00:00Z,5000854298,
1913,TFGJ.J,18.92,1999-11-30T00:00:00Z,4297902883,
1914,TFGJ.J,3.65,1999-11-30T00:00:00Z,48471668836,
1915,TFGJ.J,1.32,1999-11-30T00:00:00Z,5001446208,
1916,TFGJ.J,0.0223,1999-12-31T00:00:00Z,4298409344,
1917,TFGJ.J,0.0053,1999-12-31T00:00:00Z,,
1918,TFGJ.J,0.0036,1999-12-31T00:00:00Z,,
1919,TFGJ.J,0.0,1999-01-31T00:00:00Z,48471680717,
1920,TFGJ.J,0.0,1998-12-31T00:00:00Z,,
1921,TFGJ.J,,,,
1922,TFGJ.J,,,,
1923,TFGJ.J,,,,
1924,TFGJ.J,,,,
1925,TFGJ.J,52.45,1998-07-01T00:00:00Z,48471668836,
1926,TFGJ.J,10.88,1998-07-01T00:00:00Z,5000854298,
1927,TFGJ.J,5.95,1998-07-01T00:00:00Z,4297902883,
1928,TFGJ.J,1.29,1998-07-01T00:00:00Z,48471680717,
1929,TFGJ.J,1.28,1998-07-01T00:00:00Z,5001446208,
1930,TFGJ.J,0.2384,1998-12-31T00:00:00Z,4298409344,
1931,TFGJ.J,0.0068,1998-12-31T00:00:00Z,,
1932,TFGJ.J,0.0032,1998-06-30T00:00:00Z,,
1933,TFGJ.J,0.0,1998-12-31T00:00:00Z,,
1934,TFGJ.J,,,,
1935,TFGJ.J,,,,
1936,TFGJ.J,,,,
1937,TFGJ.J,,,,
1938,FSRJ.J,16.78,2000-10-31T00:00:00Z,5000854298,South Africa
1939,FSRJ.J,8.41,2000-10-31T00:00:00Z,4297902883,
1940,FSRJ.J,3.08,2000-10-31T00:00:00Z,,
1941,FSRJ.J,0.7,2000-10-31T00:00:00Z,,
1942,FSRJ.J,0.08,2000-12-31T00:00:00Z,4296618041,
1943,FSRJ.J,0.04,2000-12-31T00:00:00Z,4296555936,
1944,FSRJ.J,0.04,2000-12-31T00:00:00Z,4298409344,
1945,FSRJ.J,0.03,2000-12-31T00:00:00Z,5000036127,
1946,FSRJ.J,0.02,2000-12-31T00:00:00Z,,
1947,FSRJ.J,0.02,2000-12-31T00:00:00Z,,
1948,FSRJ.J,0.02,2000-12-31T00:00:00Z,5000036827,
1949,FSRJ.J,0.01,2000-12-31T00:00:00Z,,
1950,FSRJ.J,0.01,2000-12-31T00:00:00Z,,
1951,FSRJ.J,0.003,2000-12-31T00:00:00Z,5000313307,
1952,FSRJ.J,0.0018,2000-12-31T00:00:00Z,,
1953,FSRJ.J,0.0001,2000-12-31T00:00:00Z,5000025620,
1954,FSRJ.J,0.0,2000-02-29T00:00:00Z,4295896494,
1955,FSRJ.J,0.0,2000-12-31T00:00:00Z,5000055064,
1956,FSRJ.J,0.0,2000-06-30T00:00:00Z,5000064072,
1957,FSRJ.J,0.0,1999-09-30T00:00:00Z,5000071982,
1958,FSRJ.J,0.0,2000-09-30T00:00:00Z,5000051932,
1959,FSRJ.J,,,,
1960,FSRJ.J,,,,
1961,FSRJ.J,,,,
1962,FSRJ.J,,,,
1963,FSRJ.J,,,,
1964,FSRJ.J,23.4,1999-07-31T00:00:00Z,4295896494,
1965,FSRJ.J,14.85,1999-07-31T00:00:00Z,5000854298,
1966,FSRJ.J,7.23,1999-07-31T00:00:00Z,4297902883,
1967,FSRJ.J,3.08,1999-07-31T00:00:00Z,,
1968,FSRJ.J,0.99,1999-07-31T00:00:00Z,,
1969,FSRJ.J,0.11,1999-12-31T00:00:00Z,5000064072,
1970,FSRJ.J,0.08,1999-12-31T00:00:00Z,,
1971,FSRJ.J,0.04,1999-12-31T00:00:00Z,4298409344,
1972,FSRJ.J,0.02,1999-12-31T00:00:00Z,,
1973,FSRJ.J,0.01,1999-12-31T00:00:00Z,5000036827,
1974,FSRJ.J,0.01,1998-12-31T00:00:00Z,,
1975,FSRJ.J,0.01,1999-12-31T00:00:00Z,5000036127,
1976,FSRJ.J,0.0022,1999-12-31T00:00:00Z,,
1977,FSRJ.J,0.0017,1998-12-31T00:00:00Z,,
1978,FSRJ.J,0.0004,1999-09-30T00:00:00Z,,
1979,FSRJ.J,0.0,1999-12-31T00:00:00Z,,
1980,FSRJ.J,0.0,1999-09-30T00:00:00Z,5000071982,
1981,FSRJ.J,,,,
1982,FSRJ.J,,,,
1983,FSRJ.J,,,,
1984,FSRJ.J,,,,
1985,FSRJ.J,,,,
1986,FSRJ.J,,,,
1987,FSRJ.J,,,,
1988,FSRJ.J,,,,
1989,FSRJ.J,,,,
1990,FSRJ.J,13.67,1998-12-31T00:00:00Z,5000854298,
1991,FSRJ.J,7.67,1998-12-31T00:00:00Z,4297902883,
1992,FSRJ.J,3.08,1998-12-31T00:00:00Z,,
1993,FSRJ.J,0.29,1998-12-31T00:00:00Z,,
1994,FSRJ.J,0.08,1998-06-30T00:00:00Z,,
1995,FSRJ.J,0.04,1998-12-31T00:00:00Z,4298409344,
1996,FSRJ.J,0.01,1998-12-31T00:00:00Z,,
1997,FSRJ.J,0.01,1998-12-31T00:00:00Z,,
1998,FSRJ.J,0.0019,1998-12-31T00:00:00Z,5000036827,
1999,FSRJ.J,0.0017,1998-12-31T00:00:00Z,,
2000,FSRJ.J,,,,
2001,FSRJ.J,,,,
2002,FSRJ.J,,,,
2003,FSRJ.J,,,,
2004,FSRJ.J,,,,
2005,FSRJ.J,,,,
2006,FSRJ.J,,,,
2007,FSRJ.J,,,,
2008,FSRJ.J,,,,
2009,FSRJ.J,,,,
2010,FSRJ.J,,,,
2011,FSRJ.J,,,,
2012,FSRJ.J,,,,
2013,FSRJ.J,,,,
2014,FSRJ.J,,,,
2015,FSRJ.J,,,,
2016,CGNJ.J,,,,South Africa
2017,GFS.BT,,,,United States
2018,GCB.GH,,,,Ghana
2019,TSGJ.J,20.1594,1999-08-31T00:00:00Z,5055374523,South Africa
2020,TSGJ.J,16.88,1999-08-31T00:00:00Z,,
2021,TSGJ.J,2.27,1999-08-31T00:00:00Z,5000854298,
2022,TSGJ.J,0.46,1999-08-31T00:00:00Z,5001446537,
2023,TSGJ.J,0.2175,1999-08-31T00:00:00Z,4297902883,
2024,TSGJ.J,0.0,1999-04-30T00:00:00Z,,
2025,TSGJ.J,0.0,2000-03-31T00:00:00Z,,
2026,TSGJ.J,0.0,1999-03-31T00:00:00Z,,
2027,TSGJ.J,20.1594,1999-08-31T00:00:00Z,5055374523,
2028,TSGJ.J,16.88,1999-08-31T00:00:00Z,,
2029,TSGJ.J,2.27,1999-08-31T00:00:00Z,5000854298,
2030,TSGJ.J,0.46,1999-08-31T00:00:00Z,5001446537,
2031,TSGJ.J,0.2175,1999-08-31T00:00:00Z,4297902883,
2032,TSGJ.J,0.01,1999-12-31T00:00:00Z,,
2033,TSGJ.J,0.0,1999-04-30T00:00:00Z,,
2034,TSGJ.J,0.0,1999-03-31T00:00:00Z,,
2035,TSGJ.J,98.77,1998-08-03T00:00:00Z,,
2036,TSGJ.J,2.61,1998-06-01T00:00:00Z,,
2037,TSGJ.J,0.19,1998-12-31T00:00:00Z,,
2038,TSGJ.J,,,,
2039,TSGJ.J,,,,
2040,TSGJ.J,,,,
2041,TSGJ.J,,,,
2042,TSGJ.J,,,,
2043,GBH.ZI,,,,Zimbabwe
2044,GFIJ.J,38.2981,2000-10-31T00:00:00Z,5000854298,South Africa
2045,GFIJ.J,11.2842,2000-10-31T00:00:00Z,5035492090,
2046,GFIJ.J,9.3017,2000-10-31T00:00:00Z,4297902883,
2047,GFIJ.J,2.1127,2000-10-31T00:00:00Z,4297636693,
2048,GFIJ.J,0.7911,2000-12-31T00:00:00Z,,
2049,GFIJ.J,0.7865,2000-10-31T00:00:00Z,5001449709,
2050,GFIJ.J,0.5907,2000-10-31T00:00:00Z,,
2051,GFIJ.J,0.2102,2000-06-30T00:00:00Z,,
2052,GFIJ.J,0.0881,2000-12-31T00:00:00Z,5000026028,
2053,GFIJ.J,0.0711,2000-12-31T00:00:00Z,,
2054,GFIJ.J,0.0352,2000-12-31T00:00:00Z,4297296164,
2055,GFIJ.J,0.0324,1999-09-30T00:00:00Z,,
2056,GFIJ.J,0.0143,2000-12-31T00:00:00Z,5000014523,
2057,GFIJ.J,0.0074,2000-12-31T00:00:00Z,,
2058,GFIJ.J,0.0044,2000-12-31T00:00:00Z,5000051346,
2059,GFIJ.J,0.0026,2000-12-31T00:00:00Z,,
2060,GFIJ.J,0.0022,2000-12-31T00:00:00Z,5001231143,
2061,GFIJ.J,0.002,2000-09-30T00:00:00Z,5000068766,
2062,GFIJ.J,0.0009,2000-12-31T00:00:00Z,5000036022,
2063,GFIJ.J,0.0007,2000-12-31T00:00:00Z,5035750181,
2064,GFIJ.J,0.0007,2000-12-31T00:00:00Z,5000036170,
2065,GFIJ.J,0.0,2000-08-31T00:00:00Z,4295888391,
2066,GFIJ.J,0.0,2000-12-31T00:00:00Z,5000050125,
2067,GFIJ.J,0.0,2000-06-30T00:00:00Z,4298459126,
2068,GFIJ.J,0.0,1999-12-31T00:00:00Z,5000008390,
2069,GFIJ.J,0.0,2000-06-30T00:00:00Z,4298409344,
2070,GFIJ.J,0.0,2000-03-31T00:00:00Z,,
2071,GFIJ.J,0.0,2000-03-31T00:00:00Z,5000042269,
2072,GFIJ.J,,,,
2073,GFIJ.J,,,,
2074,GFIJ.J,,,,
2075,GFIJ.J,8.058,1999-04-30T00:00:00Z,5000854298,
2076,GFIJ.J,0.1988,1999-12-31T00:00:00Z,,
2077,GFIJ.J,0.1325,1999-12-31T00:00:00Z,,
2078,GFIJ.J,0.0383,1999-12-31T00:00:00Z,,
2079,GFIJ.J,0.0324,1999-09-30T00:00:00Z,,
2080,GFIJ.J,0.0168,1999-12-31T00:00:00Z,4298409344,
2081,GFIJ.J,0.0044,1999-12-31T00:00:00Z,5000036022,
2082,GFIJ.J,0.0038,1999-12-31T00:00:00Z,5000042269,
2083,GFIJ.J,0.0027,1999-12-31T00:00:00Z,,
